ID,Benchmark,Candidate work,Year,ArXiv / DOI,Parsed arXiv,Parsed DOI,Found via,Match reason,Initial status,Link / notes,Paper available on arXiv,Audited arXiv ID,ArXiv URL,ArXiv evidence,ArXiv confidence,Benchmark numbers reported,Benchmark usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Reported numbers evidence,Reported numbers confidence,Audit notes,Audit batch
LPRO-011,LIBERO-PRO,OmniVLA-RL: A Vision-Language-Action Model with Spatial Understanding and Online RL,2026,arXiv `2604.17706`,2604.17706,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/963570c6097b8f3e523698f3ebd82a50c6f184e0 IDs: S2 `963570c6097b8f3e523698f3ebd82a50c6f184e0`; CorpusId `287635565` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: Compared to LIBERO, LIBERO-Plus tasks involve longer action horizons, denser object interactions, and stricter spatial precision requirements.",yes,2604.17706,https://arxiv.org/abs/2604.17706,arXiv:2604.17706 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,"arXiv PDF reports numeric results on ordinary LIBERO and LIBERO-Plus (Table 1, Figure 4, Table 2), while the only LIBERO-PRO occurrence found is the reference entry for the LIBERO-PRO paper; no numeric LIBERO-PRO result is reported.",high,Do not count the reported LIBERO-Plus results as LIBERO-PRO; the paper treats LIBERO-Plus as the harder benchmark in its experiments.,arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-012,LIBERO-PRO,Unmasking the Illusion of Embodied Reasoning in Vision-Language-Action Models,2026,arXiv `2604.18000`,2604.18000,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/69316511ece6f00ee95461cb658448303db67de0 IDs: S2 `69316511ece6f00ee95461cb658448303db67de0`; CorpusId `287634630` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: Recent robustness-oriented benchmarks, such as LIBERO-Plus [16] and LIBERO-PRO [17], take important steps toward evaluating policies under distribution shifts.",yes,2604.18000,https://arxiv.org/abs/2604.18000,arXiv:2604.18000 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,"arXiv PDF mentions LIBERO-Plus and LIBERO-PRO as robustness-oriented benchmarks in background, but the numeric benchmark table is LIBERO and CALVIN (Table 4); no numeric LIBERO-PRO result is reported.",high,Background/citation mention only for LIBERO-PRO; reported LIBERO numbers are ordinary LIBERO suites.,arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-013,LIBERO-PRO,Grounded World Model for Semantically Generalizable Planning,2026,arXiv `2604.11751`,2604.11751,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/e35b813cc02de46eb1ef09882418454c0cbdf1b6 IDs: S2 `e35b813cc02de46eb1ef09882418454c0cbdf1b6`; CorpusId `287432668` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: Most benchmarks collect data on evaluation or test scenarios [41, 12, 65, 40, 35], where the distribution gap between training and testing consists only of visual interference and trivial object pose perturbations.",yes,2604.11751,https://arxiv.org/abs/2604.11751,arXiv:2604.11751 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,"LIBERO-PRO appears in the references as arXiv:2510.03827. The paper's reported experiments are on WISER, with only an auxiliary zero-shot GT-MPC check on LIBERO-goal, not LIBERO-PRO.",high,Ordinary LIBERO-goal evidence was not counted as LIBERO-PRO.,arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-014,LIBERO-PRO,RoboLab: A High-Fidelity Simulation Benchmark for Analysis of Task Generalist Policies,2026,arXiv `2604.09860`,2604.09860,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,URLs: https://www.semanticscholar.org/paper/4a0e21475dfe488e745aac8776bd1b9e2c1c99af IDs: S2 `4a0e21475dfe488e745aac8776bd1b9e2c1c99af`; CorpusId `287425311` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: This matches prior observations on out-of-domain generalization for VLAs [35].,yes,2604.09860,https://arxiv.org/abs/2604.09860,arXiv:2604.09860 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,arXiv PDF reports the RoboLab/RoboLab-120 benchmark and policy analyses; LIBERO appears as a related benchmark and LIBERO-PRO appears only in the references. No numeric LIBERO-PRO result is reported.,high,RoboLab benchmark numbers are out of scope for this LIBERO-PRO row.,arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-015,LIBERO-PRO,Uncovering Linguistic Fragility in Vision-Language-Action Models via Diversity-Aware Red Teaming,2026,arXiv `2604.05595`,2604.05595,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/c76df655a1ead59b9496c7e4a38722fd62cedb7a IDs: S2 `c76df655a1ead59b9496c7e4a38722fd62cedb7a`; CorpusId `287208094` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: Recent studies indicate that performance degrades sharply under natural language variations, such as syn-onymous rephrasing or syntactic restructuring, even when the underlying task semantics remain unchanged [37, 7, 13].",yes,2604.05595,https://arxiv.org/abs/2604.05595,arXiv:2604.05595 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,arXiv PDF reports quantitative results on the ordinary LIBERO benchmark (Tables 1-3) and other benchmarks; LIBERO-PRO appears only in the references. No numeric LIBERO-PRO result is reported.,high,"Reported adversarial-instruction success rates are on ordinary LIBERO, not LIBERO-PRO.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-016,LIBERO-PRO,Adaptive Action Chunking at Inference-time for Vision-Language-Action Models,2026,arXiv `2604.04161`,2604.04161,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,URLs: https://www.semanticscholar.org/paper/e9c03c3a3da64703583673c0f189e0a2b3b4c196 IDs: S2 `e9c03c3a3da64703583673c0f189e0a2b3b4c196`; CorpusId `287202540` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: 5 1 [4]) on LIBERO and LIBERO Pro [50] benchmarks.,yes,2604.04161,https://arxiv.org/abs/2604.04161,arXiv:2604.04161 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,yes,reports-results,"LIBERO-Pro position perturbation subset; perturbation levels x0.2, x0.3, and x0.4; success rates.",not reported,"Table 3 success rates (%): GR00T 11.3/0.4/0.0, Avg. 3.9; GR00T+AAC 17.9/0.9/0.0, Avg. 6.3; pi0.5 53.2/29.9/9.5, Avg. 30.9; pi0.5+AAC 57.4/35.3/11.8, Avg. 34.8.",PDF Sec. 5.1.5 says AAC is applied on LIBERO Pro and evaluates OOD tasks using the position perturbation subset of LIBERO-Pro; Table 3 is titled 'Success rates (%) on LIBERO-Pro [50]'.,high,"The paper states 50 rollouts per task for LIBERO generally, but does not state demos per task for the LIBERO-Pro subset.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-017,LIBERO-PRO,Boosting Vision-Language-Action Finetuning with Feasible Action Neighborhood Prior,2026,arXiv `2604.01570`,2604.01570,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/e23470026c4affa97155aa7309986d652985182a IDs: S2 `e23470026c4affa97155aa7309986d652985182a`; CorpusId `287072148` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: Additionally, we follow the setting of LIBERO-PRO [56] and introduce varying degrees of spatial perturbations into the task setup to evaluate the model’s generalization under position-shifted OOD conditions.",yes,2604.01570,https://arxiv.org/abs/2604.01570,arXiv:2604.01570 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,uses-data-no-results,n/a,n/a,None,"arXiv PDF says the authors fine-tune on LIBERO-Spatial and 'follow the setting of LIBERO-PRO' by introducing spatial perturbations, but the numeric tables are labeled ManiSkill or ordinary LIBERO (e.g. Table 10 'Detailed SFT results on the LIBERO Benchmark'); no table or figure reports official LIBERO-PRO benchmark numbers.",medium,"Ambiguous use of the LIBERO-PRO setting, but the reported numbers are for custom perturbed LIBERO-Spatial/ordinary LIBERO, so they should not be merged as LIBERO-PRO results.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-018,LIBERO-PRO,CLaD: Planning with Grounded Foresight via Cross-Modal Latent Dynamics,2026,arXiv `2603.29409`,2603.29409,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,URLs: https://www.semanticscholar.org/paper/579e5d81ad07fb6a70f1d8591ce4356769b193c4 IDs: S2 `579e5d81ad07fb6a70f1d8591ce4356769b193c4`; CorpusId `286977254` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: The results are reported in LIBERO-PRO [48] as primary papers report only the average success rate.,yes,2603.29409,https://arxiv.org/abs/2603.29409,arXiv:2603.29409 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,no,citation-only,n/a,n/a,None,"arXiv PDF Table 1 is explicitly 'Performance comparison on LIBERO-LONG benchmark.' A footnote says some baseline task-level results are reported in LIBERO-PRO, but the numeric benchmark being tabulated is LIBERO-LONG, not LIBERO-PRO.",medium,"The footnote is merge-relevant: the paper uses LIBERO-PRO as a source for baseline task-level LIBERO-LONG numbers, but does not evaluate/report LIBERO-PRO.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-019,LIBERO-PRO,"$\pi$, But Make It Fly: Physics-Guided Transfer of VLA Models to Aerial Manipulation",2026,arXiv `2603.25038`,2603.25038,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/07826bac851ec96646f28fda1cef6ef4df035b6c IDs: S2 `07826bac851ec96646f28fda1cef6ef4df035b6c`; CorpusId `286789525` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: This interpretation is consistent with recent results showing that VLA models do not typically exhibit generalized zero-shot behavior after supervised fine-tuning, especially in the small-data regime [15, 48].",yes,2603.25038,https://arxiv.org/abs/2603.25038,"arXiv:2603.25038 abs page lists the same work, with the title rendered as '$\pi$, But Make It Fly: Physics-Guided Transfer of VLA Models to Aerial Manipulation'; the paper PDF is available from arXiv.",high,no,citation-only,n/a,n/a,None,arXiv PDF reports AirVLA aerial manipulation/navigation experiments; LIBERO-PRO appears only in the references. No numeric LIBERO-PRO result is reported.,high,"Reported success rates are real-world aerial manipulation/navigation results, not LIBERO-PRO.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-020,LIBERO-PRO,SOMA: Strategic Orchestration and Memory-Augmented System for Vision-Language-Action Model Robustness via In-Context Adaptation,2026,arXiv `2603.24060`,2603.24060,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,URLs: https://www.semanticscholar.org/paper/b446a0c66654018b99b91155227439651f4d6437 IDs: S2 `b446a0c66654018b99b91155227439651f4d6437`; CorpusId `286776280` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: …analyzes these contrastive pairs to diagnose whether a failure stems from perceptual ambiguity Empirical evaluations across the standard LIBERO-PRO [7] benchmark and our custom LIBERO-SOMA suite demonstrate that our framework consistently enhances in-context,yes,2603.24060,https://arxiv.org/abs/2603.24060,arXiv:2603.24060 abs page lists the exact candidate title and matching authors; the paper PDF is available from arXiv.,high,yes,reports-results,LIBERO-PRO Pos and LIBERO-PRO Task variations; success rates under layout and semantic shifts,not reported,"Table II LIBERO-PRO averages: Pos pi0.5 base 2.33%, w/ SOMA 57.2%; Task pi0.5 base 0.86%, w/ SOMA 55.2%. Table II also lists task-level success rates, including Pos tasks such as 0%->97.0% for P.(center, pl.) and Task tasks such as 2%->100.0% for P.(on(r), pl.).",arXiv PDF Table II is titled 'Performance on LIBERO-PRO' and reports success rates under layout (Pos) and semantic (Task) shifts; Section IV-B explicitly summarizes the LIBERO-PRO Pos and Task averages.,high,"Paper reports 199 randomized rollouts per task for evaluation, but does not state demonstrations per task for the reported LIBERO-PRO results.",arxiv_result_audit_2026-05-22_double:libero_pro_batch_02:A+B
LPRO-021,LIBERO-PRO,VP-VLA: Visual Prompting as an Interface for Vision-Language-Action Models,2026,arXiv `2603.22003`,2603.22003,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2510.03827.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/37d2054b9078b7195851852638367d1e7c171c06 IDs: S2 `37d2054b9078b7195851852638367d1e7c171c06`; CorpusId `286765727` Provenance: Semantic Scholar citation endpoint for arXiv:2510.03827: citing paper record; S2 context: This is evidenced by recent findings [4, 5] showing that substituting meaningful language with gibberish barely affects performance.",yes,2603.22003,https://arxiv.org/abs/2603.22003,The arXiv abs page https://arxiv.org/abs/2603.22003 has citation_title matching the row title and citation_arxiv_id 2603.22003.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF/HTML cite LIBERO-PRO as prior evidence of VLA brittleness, but the experiment sections report RoboCasa-GR1-Tabletop, SimplerEnv, and real-world evaluations, not LIBERO-PRO numeric results.",high,Do not count the background citation to LIBERO-PRO or results on RoboCasa/SimplerEnv as LIBERO-PRO results.,arxiv_result_audit_2026-05-22_double:libero_pro_batch_03:A+B
