ID,Benchmark,Candidate work,Year,ArXiv / DOI,Parsed arXiv,Parsed DOI,Found via,Match reason,Initial status,Link / notes,Paper available on arXiv,Audited arXiv ID,ArXiv URL,ArXiv evidence,ArXiv confidence,Benchmark numbers reported,Benchmark usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Reported numbers evidence,Reported numbers confidence,Audit notes,Audit batch
LPLUS-022,LIBERO Plus,Breaking Lock-In: Preserving Steerability under Low-Data VLA Post-Training,2026,arXiv `2604.23121`,2604.23121,,Semantic Scholar citation endpoint; OpenAlex exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: …for standard supervised fine-tuning (SFT): it can learn the target skill from limited demonstrations, yet often over-specializes to the post-training data distribution, making the learned skill hard to steer under novel instructions beyond the post-training conditions [17, 18, 19, 20, 21, 22].",indexed-citation,"links: https://www.semanticscholar.org/paper/adf1b5338d41181f163306090407c6631baee755; https://arxiv.org/abs/2604.23121; https://openalex.org/W7158422910; https://arxiv.org/pdf/2604.23121 || source_ids: S2=adf1b5338d41181f163306090407c6631baee755; Corpus=287777164; arXiv=2604.23121; OpenAlex=W7158422910 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=adf1b5338d41181f163306090407c6631baee755, ArXiv=2604.23121, DOI=. | OpenAlex exact-term query returned id=https://openalex.org/W7158422910, DOI=, landing=https://arxiv.org/abs/2604.23121.",yes,2604.23121,https://arxiv.org/abs/2604.23121,Official arXiv abs page https://arxiv.org/abs/2604.23121 lists arXiv:2604.23121 with the exact title and links to the PDF/HTML.,high,no,citation-only,n/a,n/a,None,arXiv HTML https://arxiv.org/html/2604.23121 cites LIBERO-plus in the introduction/background. The reported experiments are a custom lock-in evaluation suite with four LIBERO-based simulation tasks plus real-world DROID tasks; no numeric LIBERO Plus benchmark table/result was found.,high,"The paper reports numeric results on its own LIBERO-based lock-in probes, not on LIBERO Plus as defined for this row.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-023,LIBERO Plus,CKT-WAM: Parameter-Efficient Context Knowledge Transfer Between World Action Models,2026,arXiv `2605.06247`; DOI `10.48550/arxiv.2605.06247`,2605.06247,10.48550/arxiv.2605.06247,Semantic Scholar citation endpoint; DataCite LIBERO-Plus DOI search; OpenAlex exact LIBERO-Plus term search; arXiv exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We use LIBERO-Plus [Fei et al., 2025] as the simulation benchmark.",indexed-citation,"links: https://www.semanticscholar.org/paper/63212c49a3e16c194d85abc14ace7d79af15e02c; https://arxiv.org/abs/2605.06247; https://doi.org/10.48550/arxiv.2605.06247; https://openalex.org/W7160726757; https://arxiv.org/pdf/2605.06247; https://openalex.org/W7160625629 || source_ids: S2=63212c49a3e16c194d85abc14ace7d79af15e02c; Corpus=288014876; arXiv=2605.06247; DOI=10.48550/arxiv.2605.06247; OpenAlex=W7160625629/W7160726757; DataCite=10.48550/arxiv.2605.06247 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=63212c49a3e16c194d85abc14ace7d79af15e02c, ArXiv=2605.06247, DOI=. | DataCite /dois?query=LIBERO-Plus returned DOI 10.48550/arxiv.2605.06247 and URL https://arxiv.org/abs/2605.06247. | OpenAlex exact-term query returned id=https://openalex.org/W7160726757, DOI=, landing=https://arxiv.org/abs/2605.06247. | OpenAlex exact-term query returned id=https://openalex.org/W7160625629, DOI=10.48550/arxiv.2605.06247, landing=https://doi.org/10.48550/arxiv.2605.06247. | arXiv API arXiv API exact LIBERO-Plus query returned arXiv:2605.06247.",yes,2605.06247,https://arxiv.org/abs/2605.06247,Official arXiv abs page https://arxiv.org/abs/2605.06247 lists arXiv:2605.06247 with the exact title and links to the PDF/HTML.,high,yes,reports-results,"LIBERO-Plus zero-shot evaluation under seven out-of-distribution dimensions: camera, robot, language, lighting, background, noise, and layout.",not reported,"Table 1 reports CKT-WAM: Camera 77.4, Robot 71.4, Language 86.7, Light 98.2, Background 90.2, Noise 94.8, Layout 88.5, Total 86.1. Table 2 repeats CKT-WAM Total 86.1 in the parameter-efficient adaptation comparison. Table 3 ablates CKT-WAM with totals from 82.2 to 86.1.","arXiv PDF/HTML https://arxiv.org/pdf/2605.06247, Tables 1-3 report LIBERO-Plus zero-shot success rates; Section 4.2 says LIBERO-Plus is the simulation benchmark.",high,The abstract also states CKT-WAM reaches 86.1% total success rate on LIBERO-Plus.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-024,LIBERO Plus,CorridorVLA: Explicit Spatial Constraints for Generative Action Heads via Sparse Anchors,2026,arXiv `2604.21241`; DOI `10.48550/arxiv.2604.21241`,2604.21241,10.48550/arxiv.2604.21241,Semantic Scholar citation endpoint; DataCite LIBERO-Plus DOI search; OpenAlex exact LIBERO-Plus term search; arXiv exact LIBERO-Plus term search,Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We conduct experiments on LIBERO [17] and LIBERO-Plus [26].,indexed-citation,"links: https://www.semanticscholar.org/paper/37f86286f7e51996a0d2d31d5016a2f5a2f74179; https://arxiv.org/abs/2604.21241; https://doi.org/10.48550/arxiv.2604.21241; https://openalex.org/W7155653990; https://arxiv.org/pdf/2604.21241; https://openalex.org/W7155552896 || source_ids: S2=37f86286f7e51996a0d2d31d5016a2f5a2f74179; Corpus=287701593; arXiv=2604.21241; DOI=10.48550/arxiv.2604.21241; OpenAlex=W7155552896/W7155653990; DataCite=10.48550/arxiv.2604.21241 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=37f86286f7e51996a0d2d31d5016a2f5a2f74179, ArXiv=2604.21241, DOI=. | DataCite /dois?query=LIBERO-Plus returned DOI 10.48550/arxiv.2604.21241 and URL https://arxiv.org/abs/2604.21241. | OpenAlex exact-term query returned id=https://openalex.org/W7155653990, DOI=, landing=https://arxiv.org/abs/2604.21241. | OpenAlex exact-term query returned id=https://openalex.org/W7155552896, DOI=10.48550/arxiv.2604.21241, landing=https://doi.org/10.48550/arxiv.2604.21241. | arXiv API arXiv API exact LIBERO-Plus query returned arXiv:2604.21241.",yes,2604.21241,https://arxiv.org/abs/2604.21241,Official arXiv abs page https://arxiv.org/abs/2604.21241 lists arXiv:2604.21241 with the exact title and links to the PDF/HTML.,high,yes,reports-results,"LIBERO-Plus 4-in-1 model success rates at 256 input resolution, reported by suite Long, Goal, Object, Spatial, and Avg.",not reported,"Table IV reports LIBERO-Plus: SmolVLA-Base Avg 45.37; SmolVLA-Corr Avg 57.74 with Long 49.27, Goal 55.27, Object 72.36, Spatial 54.04; pi0 Avg 53.6; OpenVLA-OFT Avg 69.6; GR00T-Base Avg 75.23; GR00T-Corr Avg 83.21 with Long 74.55, Goal 85.75, Object 88.4, Spatial 84.14.","arXiv PDF/HTML https://arxiv.org/pdf/2604.21241, Table IV 'Success rates (%) on LIBERO-Plus for the 4-in-1 model' reports these numbers; Section IV states LIBERO-Plus results use 256 input resolution.",high,"The paper also reports ordinary LIBERO tables, but the counted LIBERO Plus evidence is Table IV.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-025,LIBERO Plus,Demonstration-Free Robotic Control via LLM Agents,2026,arXiv `2601.20334`; DOI `10.48550/arxiv.2601.20334`,2601.20334,10.48550/arxiv.2601.20334,Semantic Scholar citation endpoint; OpenAlex exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: Even with pre-training, new tasks and environments typically require fine-tuning with significant data, and models can remain brittle, with performance dropping from 95% to below 30% under modest environmental perturbations [18].",indexed-citation,"links: https://www.semanticscholar.org/paper/26486d27f22e7b2af4f4a887989219a59fdc8d13; https://arxiv.org/abs/2601.20334; https://doi.org/10.48550/arxiv.2601.20334; https://openalex.org/W7126123546; http://arxiv.org/abs/2601.20334; https://arxiv.org/pdf/2601.20334 || source_ids: S2=26486d27f22e7b2af4f4a887989219a59fdc8d13; Corpus=285101981; arXiv=2601.20334; DOI=10.48550/arxiv.2601.20334; OpenAlex=W7126123546 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=26486d27f22e7b2af4f4a887989219a59fdc8d13, ArXiv=2601.20334, DOI=10.48550/arXiv.2601.20334. | OpenAlex exact-term query returned id=https://openalex.org/W7126123546, DOI=, landing=http://arxiv.org/abs/2601.20334.",yes,2601.20334,https://arxiv.org/abs/2601.20334,Official arXiv abs page https://arxiv.org/abs/2601.20334 lists arXiv:2601.20334 with the exact title and links to the PDF/HTML.,high,no,citation-only,n/a,n/a,None,"arXiv PDF https://arxiv.org/pdf/2601.20334 reports numeric results on ordinary LIBERO, ManiSkill3, and MetaWorld, including Table I for LIBERO. The only LIBERO-plus occurrence found is the Fei et al. 2025 reference entry; no LIBERO Plus result table or metric is reported.",high,Do not count the ordinary LIBERO benchmark results because the row benchmark is LIBERO Plus.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-026,LIBERO Plus,Do World Action Models Generalize Better than VLAs? A Robustness Study,2026,arXiv `2603.22078`; DOI `10.48550/arxiv.2603.22078`,2603.22078,10.48550/arxiv.2603.22078,Semantic Scholar citation endpoint; DataCite LIBERO-Plus DOI search; OpenAlex exact LIBERO-Plus term search; arXiv exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: The results of π 0 , π 0 -FAST, Openvla-OFT-m, UniVLA, RIPT-VLA are sourced from Fei et al. [2025].",indexed-citation,"links: https://www.semanticscholar.org/paper/ceedc67576d4dd95c8cc1fb0552f494c03281b29; https://arxiv.org/abs/2603.22078; https://doi.org/10.48550/arxiv.2603.22078; https://openalex.org/W7140346340; https://arxiv.org/pdf/2603.22078; https://openalex.org/W7140194307 || source_ids: S2=ceedc67576d4dd95c8cc1fb0552f494c03281b29; Corpus=286765553; arXiv=2603.22078; DOI=10.48550/arxiv.2603.22078; OpenAlex=W7140194307/W7140346340; DataCite=10.48550/arxiv.2603.22078 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=ceedc67576d4dd95c8cc1fb0552f494c03281b29, ArXiv=2603.22078, DOI=. | DataCite /dois?query=LIBERO-Plus returned DOI 10.48550/arxiv.2603.22078 and URL https://arxiv.org/abs/2603.22078. | OpenAlex exact-term query returned id=https://openalex.org/W7140346340, DOI=, landing=https://arxiv.org/abs/2603.22078. | OpenAlex exact-term query returned id=https://openalex.org/W7140194307, DOI=10.48550/arxiv.2603.22078, landing=https://doi.org/10.48550/arxiv.2603.22078. | arXiv API arXiv API exact LIBERO-Plus query returned arXiv:2603.22078.",yes,2603.22078,https://arxiv.org/abs/2603.22078,"Official arXiv abs/PDF for arXiv:2603.22078 identify the exact title, with PDF text showing arXiv:2603.22078v3 dated 30 Apr 2026.",high,yes,reports-results,"Comparative LIBERO-Plus robustness evaluation with Original standard LIBERO plus seven perturbation columns: Camera, Robot, Lang., Light, BG, Noise, Layout, and Total.",not reported,"Table 4 reports LIBERO-Plus totals including pi0 53.6, pi0 rerun 69.4, pi0-FAST 61.6, pi0.5 85.7, OpenVLA-OFT_m 67.9, UniVLA 42.9, RIPT-VLA 68.4, X-VLA 71.4, HoloBrain0-GD 74.0, ABot-M0 80.5, VLA-JEPA 77.9, GE-Act 80.3, Cosmos-Policy 82.2, and Fast-WAM 51.5. Cosmos-Policy row: Original 98.5, Camera 75.8, Robot 63.3, Lang. 81.7, Light 96.5, BG 88.9, Noise 92.7, Layout 82.2, Total 82.2.","arXiv PDF https://arxiv.org/pdf/2603.22078, Table 4 'LIBERO-Plus evaluation results' reports the main totals and perturbation columns; Appendix Table 10 provides detailed LIBERO-Plus task-suite results.",high,HTML was not needed for extraction; the arXiv PDF contains the reported LIBERO-Plus tables.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-027,LIBERO Plus,E-VLA: Event-Augmented Vision-Language-Action Model for Dark and Blurred Scenes,2026,arXiv `2604.04834`,2604.04834,,Semantic Scholar citation endpoint; OpenAlex exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: Recent surveys and benchmarks highlight illumination variation and visual domain shift as major factors limiting stable VLA performance [17,32,41].",indexed-citation,"links: https://www.semanticscholar.org/paper/d93bcf8fd3b295dd6d9244c09eadb87047cf9872; https://arxiv.org/abs/2604.04834; https://openalex.org/W7152330847; http://arxiv.org/abs/2604.04834; https://arxiv.org/pdf/2604.04834 || source_ids: S2=d93bcf8fd3b295dd6d9244c09eadb87047cf9872; Corpus=287202941; arXiv=2604.04834; OpenAlex=W7152330847 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=d93bcf8fd3b295dd6d9244c09eadb87047cf9872, ArXiv=2604.04834, DOI=. | OpenAlex exact-term query returned id=https://openalex.org/W7152330847, DOI=, landing=http://arxiv.org/abs/2604.04834.",yes,2604.04834,https://arxiv.org/abs/2604.04834,Official arXiv abs page https://arxiv.org/abs/2604.04834 lists arXiv:2604.04834 with the exact title and links to the PDF/HTML.,high,no,citation-only,n/a,n/a,None,"arXiv HTML https://arxiv.org/html/2604.04834 cites LIBERO-plus as a robustness benchmark in the introduction/background, but its numeric results are on the authors' event-camera real-world Pick-Place, Sorting, and Stacking tasks under low-light/blur conditions.",high,No LIBERO Plus evaluation table/result found.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-028,LIBERO Plus,ECHO: Continuous Hierarchical Memory for Vision-Language-Action Models,2026,arXiv `2605.10993`,2605.10993,,Semantic Scholar citation endpoint,Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We additionally use LIBERO-Plus [36] as a supplementary evaluation for high-complexity scene understanding.,indexed-citation,"links: https://www.semanticscholar.org/paper/226db7db7bf37166c8ae796aa47e3a357ab08c7c; https://arxiv.org/abs/2605.10993 || source_ids: S2=226db7db7bf37166c8ae796aa47e3a357ab08c7c; Corpus=288256536; arXiv=2605.10993 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=226db7db7bf37166c8ae796aa47e3a357ab08c7c, ArXiv=2605.10993, DOI=.",yes,2605.10993,https://arxiv.org/abs/2605.10993,Official arXiv abs page https://arxiv.org/abs/2605.10993 lists arXiv:2605.10993 with the exact title and links to the PDF/HTML.,high,yes,reports-results,Supplementary LIBERO-Plus aggregate success rate reported alongside standard LIBERO suites.,not reported,"Table 1 reports LIBERO-Plus success rates: OpenVLA 17.3 +/- 3.2, Vanilla pi0 54.2 +/- 2.9, and ECHO (Ours) 56.5 +/- 2.0.","arXiv HTML https://arxiv.org/html/2605.10993, Section 4.1 says LIBERO-Plus is used as supplementary evaluation; Section 4.2 and Table 1 report success rates on standard LIBERO suites and LIBERO-Plus.",high,"Counts as LIBERO Plus reports-results. The paper reports an aggregate LIBERO-Plus column, not perturbation-by-perturbation values.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-029,LIBERO Plus,Embodied Interpretability: Linking Causal Understanding to Generalization in Vision-Language-Action Models,2026,arXiv `2605.00321`,2605.00321,,Semantic Scholar citation endpoint,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: …process, recent works have incorporated Chain-of-Thought mechanisms: CoT-VLA (Zhao, 2025) autoregressively generates visual subgoals, PhysiAgent (Wang et al., 2025) introduces self-reflection modules, and CoC-VLA (Zhang et al., 2025a) constructs causal chains to explain decisions in autonomous…",indexed-citation,"links: https://www.semanticscholar.org/paper/c0f4b7c19407cec06a60f7fef0789e152fbe9a65; https://arxiv.org/abs/2605.00321 || source_ids: S2=c0f4b7c19407cec06a60f7fef0789e152fbe9a65; Corpus=287929560; arXiv=2605.00321 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=c0f4b7c19407cec06a60f7fef0789e152fbe9a65, ArXiv=2605.00321, DOI=.",yes,2605.00321,https://arxiv.org/abs/2605.00321,Official arXiv abs page https://arxiv.org/abs/2605.00321 lists arXiv:2605.00321 with the exact title and links to the PDF/HTML.,high,no,citation-only,n/a,n/a,None,"arXiv PDF https://arxiv.org/pdf/2605.00321 cites Fei et al. 2025 in the introduction and reference list, but the reported experiments use the NOSTOS benchmark and ISS/NMR diagnostics. No LIBERO Plus result table, figure, or metric was found.",high,"The Fei et al. citation is background evidence for VLA brittleness, not a row-benchmark result.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_03:A+B
LPLUS-030,LIBERO Plus,Energy-Based Action Heads Know When They Don’t Know,2026,,,,OpenReview LIBERO-Plus search; OpenReview; manual web/full-text search; existing tracker lead verified against OpenReview PDF; old CSV lead,OpenReview metadata/PDF for Energy-Based Action Heads has LIBERO-Plus camera-perturbation OOD-detection evidence.,manual-citation,"links: https://openreview.net/forum?id=iivQgw2npm; https://openreview.net/pdf/4c789eac2779994634261388da3b241b77dcaf10.pdf; https://openreview.net/pdf?id=iivQgw2npm || source_ids: OpenReview=iivQgw2npm || provenance: OpenReview API note id=iivQgw2npm, forum=iivQgw2npm; abstract snippet: Vision-language-action (VLA) models have be- come popular for robot manipulation but still often fail at their tasks, particularly in out-of-distribution (OOD) scenarios. However, existing VLAs are very rigid, and require additional post-hoc methods for OOD-detection, failure prediction and some other test time behaviours. We propose the Energy-Based VLA (EB-VLA) to address this limitation. Instead of generating a... | OpenReview API returned title/venue; pdftotext on https://openreview.net/pdf?id=iivQgw2npm found LIBERO-Plus camera perturbation and Table III evidence. | old CSV row ID LP-036 | adversarial note: Present in previous CSV but not in reconstructed primary candidate set, likely because it was a non-Semantic-Scholar/manual/term candidate or deduped under a different identifier. Needs reconciliation before tracker rewrite. | deduped_inputs=1",no,,,"OpenReview page https://openreview.net/forum?id=iivQgw2npm lists the exact title, authors, venue, and PDF URL but no arXiv identifier/link. arXiv title search at https://arxiv.org/search/?query=Energy-Based+Action+Heads+Know+When+They+Don%27t+Know&searchtype=title returned no results.",medium,yes,reports-results,LIBERO-Plus camera-perturbation OOD detection using the EB-VLA energy scalar. The paper builds an in-distribution energy baseline from 120 vanilla rollouts and evaluates a single threshold on 825 OOD camera-perturbation rollouts.,not reported,"Table III reports LIBERO-Plus camera-perturbation OOD detection. Best balanced accuracy is at the 1.0 sigma threshold: threshold 6.276, accuracy 81.6%, balanced accuracy 84.5%, TPR 80.6%, FPR 11.7%, F1 88.4%, FP 14, FN 160. The 0.2 sigma setting reports threshold 5.950, accuracy 86.5%, balanced accuracy 74.8%, TPR 90.4%, FPR 40.8%, F1 92.1%, FP 49, FN 79.","OpenReview PDF https://openreview.net/pdf?id=iivQgw2npm, introduction states LIBERO-Plus camera perturbations reach 84.5% balanced accuracy; Table III is titled OOD Detection Performance on LIBERO-Plus Camera Perturbations.",high,"Counts as reports-results for LIBERO Plus, but the reported metric is OOD-detection performance rather than standard task success.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_04:A+B
LPLUS-031,LIBERO Plus,Evo-Depth: A Lightweight Depth-Enhanced Vision-Language-Action Model,2026,arXiv `2605.14950`,2605.14950,,Semantic Scholar citation endpoint,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We evaluate Evo-Depth on four representative simulation benchmarks, including Meta-World [53], VLA-Arena [55], LIBERO [26], and LIBERO-Plus [10], to assess manipulation performance under varying task difficulty, long-horizon execution, and distribution shifts.",indexed-citation,"links: https://www.semanticscholar.org/paper/39be2396adefb288f058853bf4d0a2debdb19165; https://arxiv.org/abs/2605.14950 || source_ids: S2=39be2396adefb288f058853bf4d0a2debdb19165; Corpus=288253751; arXiv=2605.14950 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=39be2396adefb288f058853bf4d0a2debdb19165, ArXiv=2605.14950, DOI=.",yes,2605.14950,https://arxiv.org/abs/2605.14950,arXiv abs page https://arxiv.org/abs/2605.14950 lists arXiv:2605.14950 with exact title 'Evo-Depth: A Lightweight Depth-Enhanced Vision-Language-Action Model'; PDF text header also shows arXiv:2605.14950v1.,high,yes,reports-results,"LIBERO-Plus robustness benchmark with seven perturbation dimensions: camera, robot, language, light, background, noise, and layout; Table 2 reports success rates and average.",not reported,"Table 2 reports LIBERO-Plus success rates (%): WorldVLA avg 25.0; NORA avg 39.0; UniVLA avg 43.9; pi0-Fast avg 53.6; Evo-Depth camera 47.2, robot 49.2, language 78.9, light 88.1, background 76.4, noise 77.6, layout 69.6, avg 69.6.","arXiv PDF https://arxiv.org/pdf/2605.14950, Table 2 'LIBERO-Plus Results' reports seven perturbation columns plus Avg; Section 4 says Evo-Depth evaluates on LIBERO-Plus and Table 2 shows robustness results.",high,Direct LIBERO-Plus numeric results are present.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_04:A+B
LPLUS-032,LIBERO Plus,Feedback World Model Enables Precise Guidance of Diffusion Policy,2026,arXiv `2605.15705`; DOI `10.48550/arxiv.2605.15705`,2605.15705,10.48550/arxiv.2605.15705,Semantic Scholar citation endpoint; DataCite LIBERO-Plus DOI search; OpenAlex exact LIBERO-Plus term search; arXiv exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We thoroughly evaluate our method on four tasks from the LIBERO-10 task suite in the LIBERO-Plus benchmark (Fei et al., 2025), three representative Robomimic tasks (Mandlekar et al., 2022), and two real-world manipulation tasks, focusing on data-limited world model and OOD settings induced by robot…",indexed-citation,"links: https://www.semanticscholar.org/paper/317ebd73c3f3b3e7e41035527272339536ad6a1d; https://arxiv.org/abs/2605.15705; https://doi.org/10.48550/arxiv.2605.15705; https://openalex.org/W7161655638; https://arxiv.org/pdf/2605.15705; https://openalex.org/W7161595133 || source_ids: S2=317ebd73c3f3b3e7e41035527272339536ad6a1d; Corpus=288392276; arXiv=2605.15705; DOI=10.48550/arxiv.2605.15705; OpenAlex=W7161595133/W7161655638; DataCite=10.48550/arxiv.2605.15705 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=317ebd73c3f3b3e7e41035527272339536ad6a1d, ArXiv=2605.15705, DOI=. | DataCite /dois?query=LIBERO-Plus returned DOI 10.48550/arxiv.2605.15705 and URL https://arxiv.org/abs/2605.15705. | OpenAlex exact-term query returned id=https://openalex.org/W7161655638, DOI=, landing=https://arxiv.org/abs/2605.15705. | OpenAlex exact-term query returned id=https://openalex.org/W7161595133, DOI=10.48550/arxiv.2605.15705, landing=https://doi.org/10.48550/arxiv.2605.15705. | arXiv API arXiv API exact LIBERO-Plus query returned arXiv:2605.15705.",yes,2605.15705,https://arxiv.org/abs/2605.15705,arXiv abs page https://arxiv.org/abs/2605.15705 lists arXiv:2605.15705 with exact title 'Feedback World Model Enables Precise Guidance of Diffusion Policy'; PDF text header shows arXiv:2605.15705v1.,high,yes,reports-results,"Four LIBERO-Plus single-task settings from the LIBERO-10 suite under the official Robot Initial States category. The paper evaluates Kitchen-S3, Kitchen-S6, Kitchen-S8, and LR-S6 on released perturbed initial-state variants.","For each task, the paper states it uses 'the 50 expert demonstrations from the corresponding LIBERO-10 task as the only supervision' and 'No LIBERO-Plus demonstrations are used during training.'","Table 1 reports LIBERO-Plus success rates as fractions. Kitchen-S3: Base 0.55, Mixed BC 0.57, Filtered BC 0.70, Std. Guid. 0.61, Rollout Guid. 0.50, Ours 0.68. Kitchen-S6: 0.45, 0.48, 0.54, 0.48, 0.50, Ours 0.55. Kitchen-S8: 0.59, 0.42, 0.35, 0.62, 0.62, Ours 0.65. LR-S6: 0.26, 0.24, 0.24, 0.21, 0.24, Ours 0.36.","arXiv PDF https://arxiv.org/pdf/2605.15705, Section 5.1 describes LIBERO-Plus Robot Initial States evaluation; Table 1 'Success rates on simulated OOD manipulation tasks' contains the LIBERO-Plus rows; Appendix C gives task/protocol details.",high,"Reports numeric results on a four-task LIBERO-Plus subset, not the full seven-dimension aggregate benchmark.",arxiv_result_audit_2026-05-22_double:libero_plus_batch_04:A+B
LPLUS-033,LIBERO Plus,FlowHijack: A Dynamics-Aware Backdoor Attack on Flow-Matching Vision-Language-Action Models,2026,arXiv `2604.09651`,2604.09651,,Semantic Scholar citation endpoint; OpenAlex exact LIBERO-Plus term search,"Semantic Scholar citation graph returned this work as citing arXiv:2510.13626. First citation context: We observe that VLA models are often vision-dominant , exhibiting weaker sensitivity to subtle textual perturbations, a finding consistent with recent VLA analyses [10].",indexed-citation,"links: https://www.semanticscholar.org/paper/be5bf8b981e9654c888b89cf040d4f804202243f; https://arxiv.org/abs/2604.09651; https://openalex.org/W7154539864; https://arxiv.org/pdf/2604.09651 || source_ids: S2=be5bf8b981e9654c888b89cf040d4f804202243f; Corpus=287425630; arXiv=2604.09651; OpenAlex=W7154539864 || provenance: Semantic Scholar API S2 seed-citation endpoint returned citingPaper.paperId=be5bf8b981e9654c888b89cf040d4f804202243f, ArXiv=2604.09651, DOI=. | OpenAlex exact-term query returned id=https://openalex.org/W7154539864, DOI=, landing=https://arxiv.org/abs/2604.09651.",yes,2604.09651,https://arxiv.org/abs/2604.09651,arXiv abs page https://arxiv.org/abs/2604.09651 lists arXiv:2604.09651 with exact title 'FlowHijack: A Dynamics-Aware Backdoor Attack on Flow-Matching Vision-Language-Action Models'; PDF text header shows arXiv:2604.09651v1.,high,no,citation-only,n/a,n/a,None,"arXiv PDF https://arxiv.org/pdf/2604.09651 reports attack success/success-rate tables for ordinary LIBERO suites (LIBERO-10, goal, object, spatial). LIBERO-Plus appears as reference [10] and as support for a vision-dominance/text-perturbation claim, not as a benchmark with numeric results.",high,Do not count ordinary LIBERO numeric results as LIBERO-Plus results.,arxiv_result_audit_2026-05-22_double:libero_plus_batch_04:A+B
