ID,Benchmark,Candidate work,Year,ArXiv / DOI,Parsed arXiv,Parsed DOI,Found via,Match reason,Initial status,Link / notes,Paper available on arXiv,Audited arXiv ID,ArXiv URL,ArXiv evidence,ArXiv confidence,Benchmark numbers reported,Benchmark usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Reported numbers evidence,Reported numbers confidence,Audit notes,Audit batch
COLOS-011,THE COLOSSEUM,From Video to Control: A Survey of Learning Manipulation Interfaces from Temporal Visual Data,2026,arXiv `2604.04974`,2604.04974,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,URLs: https://www.semanticscholar.org/paper/a83943c2978cc23be82bd28af5202e5088d19b1b | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/a83943c2978cc23be82bd28af5202e5088d19b1b ; CorpusId: 287208429 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: COLOSSEUM (Pumacay et al. 2024) is a robustness-focused benchmark designed to quantify sensitivity to distribution shift.,yes,2604.04974,https://arxiv.org/abs/2604.04974,arXiv API/abs page for 2604.04974 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2604.04974.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF https://arxiv.org/pdf/2604.04974 discusses COLOSSEUM as a robustness-focused benchmark in a survey/background section and cites the benchmark paper in the references; no COLOSSEUM result table, figure, or numeric evaluation was found.",high,Survey article; benchmark mention is descriptive rather than an evaluation.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-012,THE COLOSSEUM,A survey of robotic manipulation: From bottom-up approaches to end-to-end paradigms with LLMs,2026,DOI `10.1016/j.neucom.2026.132921`,,10.1016/j.neucom.2026.132921,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,URLs: https://www.semanticscholar.org/paper/9d817b67e14c94d4b0f3b98d5f2b035b7e00d84f | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/9d817b67e14c94d4b0f3b98d5f2b035b7e00d84f ; CorpusId: 285339821 ; DBLP: journals/ijon/PengLHZFLWCYP26 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record,no,,,"Crossref confirms DOI 10.1016/j.neucom.2026.132921 and the Neurocomputing title at https://doi.org/10.1016/j.neucom.2026.132921. An exact-title arXiv API query returned totalResults=0, and exact-title web searches found no arXiv version.",high,no,citation-only,n/a,n/a,None,"The official DOI/ScienceDirect record identifies this as a survey article, and exact-title searches for COLOSSEUM result evidence found no public result table or benchmark-number page. Public full text was not available through ScienceDirect, so this is a no-result classification with residual paywall caveat.",medium,"No public arXiv/preprint located. ScienceDirect PDF access returned 403, so full-text verification was limited to public metadata, official page snippets, and exact-title web/arXiv searches.",arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-013,THE COLOSSEUM,Efficient Camera Pose Augmentation for View Generalization in Robotic Policy Learning,2026,arXiv `2603.29192`,2603.29192,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/5f9e64e4d225e5730a0b30c2d0803aa4a366252a | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/5f9e64e4d225e5730a0b30c2d0803aa4a366252a ; CorpusId: 286977455 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: Specifically, because these models inherently rely on perspective-dependent visual representations, even minor extrinsic SE (3) perturbations disrupt the spatial grounding of action-relevant cues [1, 14, 32, 35].",yes,2603.29192,https://arxiv.org/abs/2603.29192,arXiv API/abs page for 2603.29192 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.29192.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF https://arxiv.org/pdf/2603.29192 cites the COLOSSEUM paper in the references and discusses view generalization, but the experiments are real-world camera-pose evaluations; no COLOSSEUM benchmark evaluation or numeric COLOSSEUM result was found.",high,"COLOSSEUM appears as prior work for viewpoint/generalization motivation, not as the evaluated benchmark.",arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-014,THE COLOSSEUM,Cortical Policy: A Dual-Stream View Transformer for Robotic Manipulation,2026,arXiv `2603.21051`,2603.21051,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/1b8b2262464256d8ab694deec01a3e32ad374f08 | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/1b8b2262464256d8ab694deec01a3e32ad374f08 ; CorpusId: 286766744 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: For a comprehensive comparison, we include results of RVT (Goyal et al., 2023) and PerAct (Shridhar et al., 2023) from the original COLOSSEUM paper (Pumacay et al., 2024).",yes,2603.21051,https://arxiv.org/abs/2603.21051,arXiv API/abs page for 2603.21051 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.21051.,high,yes,reports-results,"Official COLOSSEUM zero-shot generalization protocol on four tasks shared by RLBench and COLOSSEUM; models trained on original RLBench tasks, evaluated across unseen perturbations, and averaged over three independent trials.",not reported,"Table 3 average success (%): PerAct 7.7, RVT 37.7, RVT-2 60.5, Variant B 63.8, Variant D 66.4, Variant E 68.7, Ours 69.9. Appendix Table 6 Ours per-task average success: drag stick 80.3, place wine 89.0, stack cups 76.8, insert peg 32.6.","arXiv PDF https://arxiv.org/pdf/2603.21051 Section 4.4 reports robustness evaluation on COLOSSEUM; Table 3 is titled Results on THE COLOSSEUM, and Appendix G/Table 6 gives per-task success rates under COLOSSEUM perturbations.",high,The paper explicitly reports THE COLOSSEUM numbers and reuses PerAct/RVT baselines from the original benchmark paper.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-015,THE COLOSSEUM,StageCraft: Execution Aware Mitigation of Distractor and Obstruction Failures in VLA Models,2026,arXiv `2603.20659`,2603.20659,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/2f699e58ac895a01e519b4d04058fa5f6b707b9d | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/2f699e58ac895a01e519b4d04058fa5f6b707b9d ; CorpusId: 286762368 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: To compensate for lack of distributional coverage in supervised learning [4], and in lieu of more accessible and foundational policies such as VLAs [1], several methods have been proposed to improve policy performance on down-stream tasks.",yes,2603.20659,https://arxiv.org/abs/2603.20659,arXiv API/abs page for 2603.20659 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.20659.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF https://arxiv.org/pdf/2603.20659 cites THE COLOSSEUM only as reference [4] in related/background context; the reported experiments concern StageCraft distractor/obstruction mitigation, not THE COLOSSEUM benchmark.",high,No COLOSSEUM result table or protocol evidence found in the paper text.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-016,THE COLOSSEUM,Towards Generalizable Robotic Manipulation in Dynamic Environments,2026,arXiv `2603.15620`,2603.15620,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/7c0b2b822d1da1f48f64314432f295193ae76543 | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/7c0b2b822d1da1f48f64314432f295193ae76543 ; CorpusId: 286572978 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: Furthermore, The Colosseum [41] and SIMPLER [27] evaluate out-of-distribution robustness, while RoboTwin2.",yes,2603.15620,https://arxiv.org/abs/2603.15620,arXiv API/abs page for 2603.15620 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.15620.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF https://arxiv.org/pdf/2603.15620 mentions The Colosseum as an existing out-of-distribution robustness benchmark in related work; its evaluations are for dynamic-environment manipulation rather than THE COLOSSEUM, and no COLOSSEUM result numbers were found.",high,Benchmark is cited to position the new dynamic-environment benchmark/problem setting.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-017,THE COLOSSEUM,Beyond Binary Success: Sample-Efficient and Statistically Rigorous Robot Policy Comparison,2026,arXiv `2603.13616`,2603.13616,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/545f75bcc3e74e1bc0e3d7ae020fcb0884869d72 | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/545f75bcc3e74e1bc0e3d7ae020fcb0884869d72 ; CorpusId: 286568388 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: Similarly, though policy evaluation via simulation [49, 52, 56, 63, 71] or via world models [28, 32, 50, 64, 69, 70, 72, 87] show promise, the sim-to-real gap [3] makes rigorous comparison difficult.",yes,2603.13616,https://arxiv.org/abs/2603.13616,arXiv API/abs page for 2603.13616 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.13616.,high,no,citation-only,n/a,n/a,None,"arXiv PDF reports policy-comparison/time-to-decision results on simulated/real-world evaluation data, RoboArena/LBM, and Mujoco; COLOSSEUM appears only in the references as Pumacay et al. 2024. URL: https://arxiv.org/pdf/2603.13616",high,Methodology paper cites COLOSSEUM but does not report COLOSSEUM benchmark numbers.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-018,THE COLOSSEUM,Overcoming Visual Clutter in Vision Language Action Models via Concept-Gated Visual Distillation,2026,arXiv `2603.10340`,2603.10340,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/714e1aa8588d3abdb7c2386267b2bd4a464c7d3b | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/714e1aa8588d3abdb7c2386267b2bd4a464c7d3b ; CorpusId: 286457660 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: While modern VLAs leverage this internet-scale data for semantic generalization, they remain fragile to distributional shifts, particularly when distinguishing targets from high-frequency background noise [28], [29].",yes,2603.10340,https://arxiv.org/abs/2603.10340,arXiv API/abs page for 2603.10340 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.10340.,high,no,citation-only,n/a,n/a,None,The arXiv PDF https://arxiv.org/pdf/2603.10340 cites THE COLOSSEUM in the references/background on robustness benchmarks; the reported visual-clutter experiments are not labeled as THE COLOSSEUM and no COLOSSEUM benchmark numbers were found.,high,Do not count clutter/distractor experiments unless the paper explicitly labels them THE COLOSSEUM; this paper does not.,arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-019,THE COLOSSEUM,Choose What to Observe: Task-Aware Semantic-Geometric Representations for Visuomotor Policy,2026,arXiv `2603.07875`,2603.07875,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/9e8f488f9a6d5b2e06453507bfb87628bbb35b57 | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/9e8f488f9a6d5b2e06453507bfb87628bbb35b57 ; CorpusId: 286377364 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: However, these policies often remain brittle when deployed outside the training visual context [4], [5].",yes,2603.07875,https://arxiv.org/abs/2603.07875,arXiv API/abs page for 2603.07875 lists the exact title and authors; PDF is available at https://arxiv.org/pdf/2603.07875.,high,no,citation-only,n/a,n/a,None,"The arXiv PDF https://arxiv.org/pdf/2603.07875 cites THE COLOSSEUM in prior-work/reference context, while its evaluations are on other visuomotor-policy tasks; no THE COLOSSEUM result table, figure, or metric was found.",high,"The COLOSSEUM reference is relevant prior work for generalization, not the benchmark used for reported results.",arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
COLOS-020,THE COLOSSEUM,Hyperbolic Multiview Pretraining for Robotic Manipulation,2026,arXiv `2603.04848`,2603.04848,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2402.08191.,indexed-citation,"URLs: https://www.semanticscholar.org/paper/a4971c3283ab62e3f4ac0d0b9e1c728178fbfa98 | Source IDs: SemanticScholarURL: https://www.semanticscholar.org/paper/a4971c3283ab62e3f4ac0d0b9e1c728178fbfa98 ; CorpusId: 286255593 | Provenance: Semantic Scholar citation endpoint for arXiv:2402.08191: citing paper record ; S2 context: We train the downstream models in both simulation (COLOSSEUM [32], RLBench [20]) and real-world environments using 8 NVIDIA RTX 4090 GPUs.",yes,2603.04848,https://arxiv.org/abs/2603.04848,arXiv API/abs page for 2603.04848 lists the exact title and authors; latest listed version is v2; PDF is available at https://arxiv.org/pdf/2603.04848.,high,yes,reports-results,"COLOSSEUM perturbation evaluation following 3D-MVP: 20 tasks, 12 single-perturbation settings plus one all-perturbation setting; HyperMVP results averaged over three evaluation runs.",100 demonstrations without perturbations for each task,"Section 4.2: HyperMVP improves previous SOTA average success from 35.6 to 47.5 across perturbation settings (+33.4%); in All Perturbations, 5.3 to 11.2 (2.1x). Figure 1b reports HyperMVP success rates including No Perturbation 60.4, All Perturbations 11.2, MO Color 49.7, RO Color 32.1, MO Texture 58.7, RO Texture 47.2, MO Size 47.6, RO Size 45.2, Light Color 42.4, Table Color 45.1, Table Texture 58.2, Distractor 45.7, Background Texture 61.5, Camera Pose 59.9.",arXiv PDF Figure 1b compares generalization performance on COLOSSEUM and Section 4.2 Results on COLOSSEUM reports the 35.6 -> 47.5 average and 5.3 -> 11.2 All Perturbations results. URL: https://arxiv.org/pdf/2603.04848,high,"arXiv metadata comment says the paper was withdrawn from CVPR findings consideration and is being revised, but the arXiv work remains available and contains COLOSSEUM numeric results.",arxiv_result_audit_2026-05-22_double:the_colossem_batch_02:A+B
