ID,Benchmark,Candidate work,Year,ArXiv / DOI,Parsed arXiv,Parsed DOI,Found via,Match reason,Initial status,Link / notes,Paper available on arXiv,Audited arXiv ID,ArXiv URL,ArXiv evidence,ArXiv confidence,Benchmark numbers reported,Benchmark usage,Evaluation protocol,Demos per task,Reported benchmark numbers,Reported numbers evidence,Reported numbers confidence,Audit notes,Audit batch
VLAB-010,VLABench,Chain Of Interaction Benchmark (COIN): When Reasoning meets Embodied Interaction,2026,arXiv `2604.16886`,2604.16886,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2604.16886>; <https://www.semanticscholar.org/paper/2db8fd1b4f178a7dbd71e84617d69132942bc5eb> Source IDs: S2 URL `https://www.semanticscholar.org/paper/2db8fd1b4f178a7dbd71e84617d69132942bc5eb`; S2 CorpusId `287618436` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record,,,,,,,,,,,,,,
VLAB-011,VLABench,MirrorBench: Evaluating Self-centric Intelligence in MLLMs by Introducing a Mirror,2026,arXiv `2604.14785`,2604.14785,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2604.14785>; <https://www.semanticscholar.org/paper/081a3d00e1fcc3ce78400b53bff717cc31fca8e7> Source IDs: S2 URL `https://www.semanticscholar.org/paper/081a3d00e1fcc3ce78400b53bff717cc31fca8e7`; S2 CorpusId `287508701` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: These benchmarks are typically built upon simulated environments and encompass tasks such as navigation [7], object manipulation [8], and social interaction [6].",,,,,,,,,,,,,,
VLAB-012,VLABench,HazardArena: Evaluating Semantic Safety in Vision-Language-Action Models,2026,arXiv `2604.12447`,2604.12447,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2604.12447>; <https://www.semanticscholar.org/paper/f79635274244f96e53344e120402a573b04d9827> Source IDs: S2 URL `https://www.semanticscholar.org/paper/f79635274244f96e53344e120402a573b04d9827`; S2 CorpusId `287435918` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Despite this rapid progress, our understanding of VLA capabilities remains largely shaped by benchmarks that prioritize task completion and trajectory fidelity[13, 20] .",,,,,,,,,,,,,,
VLAB-013,VLABench,LARY: A Latent Action Representation Yielding Benchmark for Generalizable Vision-to-Action Alignment,2026,arXiv `2604.11689`,2604.11689,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2604.11689>; <https://www.semanticscholar.org/paper/095870db956fd07e410cc70b2a1898fc8ce11293> Source IDs: S2 URL `https://www.semanticscholar.org/paper/095870db956fd07e410cc70b2a1898fc8ce11293`; S2 CorpusId `287433122` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Ultimately, this demonstrates that predictive failure [Zhang et al., 2025b] sampling stride.",,,,,,,,,,,,,,
VLAB-014,VLABench,"A1: A Fully Transparent Open-Source, Adaptive and Efficient Truncated Vision-Language-Action Model",2026,arXiv `2604.05672`,2604.05672,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2604.05672>; <https://www.semanticscholar.org/paper/d4f78e10ae9608ffe124a81cabd0b7089d5fc27e> Source IDs: S2 URL `https://www.semanticscholar.org/paper/d4f78e10ae9608ffe124a81cabd0b7089d5fc27e`; S2 CorpusId `287209190` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record,yes,2604.05672,https://arxiv.org/abs/2604.05672,arXiv page https://arxiv.org/abs/2604.05672 lists arXiv:2604.05672 and the exact candidate title.,high,yes,reports-results,"VLABench four-task simulation subset: Toy, Fruit, Painting, Mahjong; mean success rate over 50 trials per task.",not reported,"Table 1 success rates (%): A1 Toy 62, Fruit 64, Painting 70, Mahjong 18, Avg 53.5. Baselines include pi0 Avg 42, pi0.5 Avg 49.5, OpenVLA Avg 14.5, Octo Avg 1.5.","arXiv PDF https://arxiv.org/pdf/2604.05672, Table 1 'Experimental Results of Simulation Benchmarks (%)'; Sec. 5.1 states four VLABench tasks and 50 trials per task; Sec. 5.3 states A1 average success 53.5%.",high,"Reports a selected four-task VLABench simulation subset, not necessarily the full benchmark.",batch_021
VLAB-015,VLABench,A survey of robotic manipulation: From bottom-up approaches to end-to-end paradigms with LLMs,2026,DOI `10.1016/j.neucom.2026.132921`,,10.1016/j.neucom.2026.132921,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://doi.org/10.1016/j.neucom.2026.132921>; <https://www.semanticscholar.org/paper/9d817b67e14c94d4b0f3b98d5f2b035b7e00d84f> Source IDs: S2 URL `https://www.semanticscholar.org/paper/9d817b67e14c94d4b0f3b98d5f2b035b7e00d84f`; DBLP `journals/ijon/PengLHZFLWCYP26`; S2 CorpusId `285339821` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record,,,,,,,,,,,,,,
VLAB-016,VLABench,ManipArena: Comprehensive Real-world Evaluation of Reasoning-Oriented Generalist Robot Manipulation,2026,arXiv `2603.28545`,2603.28545,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.28545>; <https://www.semanticscholar.org/paper/1757bb4ebb0058f5e1ca8e08e7dfdafb4840af2b> Source IDs: S2 URL `https://www.semanticscholar.org/paper/1757bb4ebb0058f5e1ca8e08e7dfdafb4840af2b`; S2 CorpusId `286974872` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Current evaluations are highly concentrated within simulators such as RLBench (6), VLABench (12) and Libero (8).",,,,,,,,,,,,,,
VLAB-017,VLABench,VLA-IAP: Training-Free Visual Token Pruning via Interaction Alignment for Vision-Language-Action Models,2026,arXiv `2603.22991`,2603.22991,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.22991>; <https://www.semanticscholar.org/paper/617f1d6d094060c759a57fec699e9a6236fa5268> Source IDs: S2 URL `https://www.semanticscholar.org/paper/617f1d6d094060c759a57fec699e9a6236fa5268`; S2 CorpusId `286774544` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: VLABench [24] is a large-scale language-conditioned robotic manipulation benchmark featuring 100 task categories, including 60 primitive tasks and 40 composite tasks.",,,,,,,,,,,,,,
VLAB-018,VLABench,Generative Control as Optimization: Time Unconditional Flow Matching for Adaptive and Robust Robotic Control,2026,arXiv `2603.17834`,2603.17834,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2603.17834>; <https://www.semanticscholar.org/paper/bead4e40b0071bc673fb84a4e5674da3825fae35> Source IDs: S2 URL `https://www.semanticscholar.org/paper/bead4e40b0071bc673fb84a4e5674da3825fae35`; S2 CorpusId `286643489` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Per-task success rates on VLABench primitive 10-task evaluation.,yes,2603.17834,https://arxiv.org/abs/2603.17834,arXiv page https://arxiv.org/abs/2603.17834 lists arXiv:2603.17834 and the exact candidate title.,high,yes,reports-results,"VLABench Tracks 1, 2, 3, 4, and 6; reports VLA success rates (%) and average; appendix says standard VLABench evaluation protocol with 50 rollouts and a 10-task primitive subset.",not reported,"Table 3 VLA success rates (%): pi0 Track1 47.0, Track2 21.2, Track3 29.1, Track4 17.3, Track6 32.2, Avg 29.4; pi0.5 40.6/22.6/18.0/16.1/25.6 Avg 24.5; pi0 with GeCO 61.0/22.0/34.0/20.0/45.0 Avg 36.0.","arXiv PDF https://arxiv.org/pdf/2603.17834, Sec. 4.2 'VLABench Result' and Table 3 'VLA success rates (%) on VLABench tracks'; Appendix B describes VLABench protocol and fine-tuning dataset.",high,Reports track-wise VLABench success rates plus a primitive-subset appendix table; no weight availability audited.,batch_021
VLAB-019,VLABench,Towards Generalizable Robotic Manipulation in Dynamic Environments,2026,arXiv `2603.15620`,2603.15620,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2603.15620>; <https://www.semanticscholar.org/paper/7c0b2b822d1da1f48f64314432f295193ae76543> Source IDs: S2 URL `https://www.semanticscholar.org/paper/7c0b2b822d1da1f48f64314432f295193ae76543`; S2 CorpusId `286572978` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: 0 [10] and VLABench [59] explore bimanual coordination and cognitive reasoning.,,,,,,,,,,,,,,
VLAB-020,VLABench,ExpertGen: Scalable Sim-to-Real Expert Policy Learning from Imperfect Behavior Priors,2026,arXiv `2603.15956`,2603.15956,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.15956>; <https://www.semanticscholar.org/paper/19062fc0ad70e8ad39fcfe5fbbec40cf7c16fd4b> Source IDs: S2 URL `https://www.semanticscholar.org/paper/19062fc0ad70e8ad39fcfe5fbbec40cf7c16fd4b`; S2 CorpusId `286579741` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: However, due to the scarcity of high-quality robotics data, translating semantic competence into reliable physical execution remains a major challenge [19].",,,,,,,,,,,,,,
VLAB-021,VLABench,vla-eval: A Unified Evaluation Harness for Vision-Language-Action Models,2026,arXiv `2603.13966`,2603.13966,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2603.13966>; <https://www.semanticscholar.org/paper/cb522f52c35d3e97ef569366699e2c8ba51c394b> Source IDs: S2 URL `https://www.semanticscholar.org/paper/cb522f52c35d3e97ef569366699e2c8ba51c394b`; S2 CorpusId `286572551` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: …7D C SimplerEnv [9] 4.9GB 7D C ManiSkill2 [6] 9.8GB 7D I LIBERO-Mem [10] 11.3GB 7D I Kinetix [11] 9.5GB 6D I RoboCasa [12] 35.6GB 7D I VLABench [13] 17.7GB 7D I MIKASA-Robo [14] 10.1GB 8D I RoboTwin 2.0 [15] 28.6GB 14D I RLBench [16] 4.7GB 8D I RoboCerebra [1,,,,,,,,,,,,,,
VLAB-022,VLABench,Spatially Grounded Long-Horizon Task Planning in the Wild,2026,arXiv `2603.13433`,2603.13433,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2603.13433>; <https://www.semanticscholar.org/paper/71ca07519218ba5b2adcf538b75a3d805646bf06> Source IDs: S2 URL `https://www.semanticscholar.org/paper/71ca07519218ba5b2adcf538b75a3d805646bf06`; S2 CorpusId `286568484` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record,,,,,,,,,,,,,,
VLAB-023,VLABench,LABSHIELD: A Multimodal Benchmark for Safety-Critical Reasoning and Planning in Scientific Laboratories,2026,arXiv `2603.11987`,2603.11987,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,<https://arxiv.org/abs/2603.11987>; <https://www.semanticscholar.org/paper/ce0efa7d8de426d5774e79f497dda7a7723d79c3> Source IDs: S2 URL `https://www.semanticscholar.org/paper/ce0efa7d8de426d5774e79f497dda7a7723d79c3`; S2 CorpusId `286493124` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record,,,,,,,,,,,,,,
VLAB-024,VLABench,OmniGuide: Universal Guidance Fields for Enhancing Generalist Robot Policies,2026,arXiv `2603.10052`,2603.10052,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.10052>; <https://www.semanticscholar.org/paper/e70db2de0b25c39cdebb6f451fc6998745fa1e08> Source IDs: S2 URL `https://www.semanticscholar.org/paper/e70db2de0b25c39cdebb6f451fc6998745fa1e08`; S2 CorpusId `286457403` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Consequently, even the most advanced VLA models often fail at the “last mile” – struggling with 3D collision avoidance, precise physical grounding, and robust articulated object manipulation [21, 94, 93, 24].",,,,,,,,,,,,,,
VLAB-025,VLABench,EnergyAction: Unimanual to Bimanual Composition with Energy-Based Models,2026,arXiv `2603.20236`,2603.20236,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.20236>; <https://www.semanticscholar.org/paper/16aae9694215b63a9e27104cccf5926bff5c828b> Source IDs: S2 URL `https://www.semanticscholar.org/paper/16aae9694215b63a9e27104cccf5926bff5c828b`; S2 CorpusId `286762215` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Recent efforts to learn robotic foundation models from large-scale bimanual data [49, 61] remain limited by prohibitive data collection costs.",,,,,,,,,,,,,,
VLAB-026,VLABench,Restoring Linguistic Grounding in VLA Models via Train-Free Attention Recalibration,2026,arXiv `2603.06001`,2603.06001,,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2603.06001>; <https://www.semanticscholar.org/paper/c9bf78227b68e79241eb7e2730bfd71a71b9ae30> Source IDs: S2 URL `https://www.semanticscholar.org/paper/c9bf78227b68e79241eb7e2730bfd71a71b9ae30`; S2 CorpusId `286365777` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: …instructions (right), a structured form of OOD linguistic input, the robot often follows the same visually plausible trajectory while ignoring the instruction. to execute complex manipulation tasks directly from natural language instructions across diverse en",,,,,,,,,,,,,,
VLAB-027,VLABench,"Robust Skills, Brittle Grounding: Diagnosing Restricted Generalization in Vision-Language Action Policies via Multi-Object Picking",2026,arXiv `2602.24143`; DOI `10.48550/arXiv.2602.24143`,2602.24143,10.48550/arXiv.2602.24143,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2602.24143>; <https://doi.org/10.48550/arXiv.2602.24143>; <https://www.semanticscholar.org/paper/22544b9de2e0127bf6889e48f7f93140767cf0fc> Source IDs: S2 URL `https://www.semanticscholar.org/paper/22544b9de2e0127bf6889e48f7f93140767cf0fc`; DBLP `journals/corr/abs-2602-24143`; S2 CorpusId `286171099` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: …expose these issues: (Zhou et al., 2025) and (Fei et al., 2025) introduce robustness stress tests that reveal sensitivity to object placement and evaluation protocol, while (Zhang et al., 2024) reports very low success rates on evaluations requiring generaliz",,,,,,,,,,,,,,
VLAB-028,VLABench,Metamorphic Testing of Vision-Language Action-Enabled Robots,2026,arXiv `2602.22579`; DOI `10.48550/arXiv.2602.22579`,2602.22579,10.48550/arXiv.2602.22579,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2602.22579>; <https://doi.org/10.48550/arXiv.2602.22579>; <https://www.semanticscholar.org/paper/635ea54e1943e7fa0979c4069a04791b800fb061> Source IDs: S2 URL `https://www.semanticscholar.org/paper/635ea54e1943e7fa0979c4069a04791b800fb061`; DBLP `journals/corr/abs-2602-22579`; S2 CorpusId `286083099` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: Other efforts, such as VLABench [40] and Nebula [39], focus on large-scale benchmarking of VLA-enabled robots across a wide range of manipulation tasks and environments, reporting performance primarily in terms of task success rates.",,,,,,,,,,,,,,
VLAB-029,VLABench,The Price Is Not Right: Neuro-Symbolic Methods Outperform VLAs on Structured Long-Horizon Manipulation Tasks with Significantly Lower Energy Consumption,2026,arXiv `2602.19260`; DOI `10.48550/arXiv.2602.19260`,2602.19260,10.48550/arXiv.2602.19260,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2602.19260>; <https://doi.org/10.48550/arXiv.2602.19260>; <https://www.semanticscholar.org/paper/ff00ddae5f48f1c7315fa6ec17f6cb034516f631> Source IDs: S2 URL `https://www.semanticscholar.org/paper/ff00ddae5f48f1c7315fa6ec17f6cb034516f631`; DBLP `journals/corr/abs-2602-19260`; S2 CorpusId `285973729` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: For instance, Zhang et al. highlight that OpenVLA struggles with generalization, skill transfer, and long-horizon planning [9].",,,,,,,,,,,,,,
VLAB-030,VLABench,MentalBlackboard: Evaluating Spatial Visualization via Mathematical Transformations,2026,arXiv `2602.19357`; DOI `10.48550/arXiv.2602.19357`,2602.19357,10.48550/arXiv.2602.19357,Semantic Scholar citation graph,Semantic Scholar lists this work as citing seed arXiv:2412.18194.,indexed-citation,"<https://arxiv.org/abs/2602.19357>; <https://doi.org/10.48550/arXiv.2602.19357>; <https://www.semanticscholar.org/paper/dd68dcdbe28ec185452d815e863998a6e2ce55ce> Source IDs: S2 URL `https://www.semanticscholar.org/paper/dd68dcdbe28ec185452d815e863998a6e2ce55ce`; DBLP `journals/corr/abs-2602-19357`; S2 CorpusId `285974246` Provenance: Semantic Scholar citation endpoint for arXiv:2412.18194: citing paper record | S2 context: While benchmarks like Visual Spatial Reasoning (VSR) (Liu et al., 2023), Clevr (Johnson et al., 2016), SpatialSense (Yang et al., 2019), and SpatialVLM (Chen et al., 2024) focus on relations between spatial arrangements in diverse environments, GOAT-Bench (Kha",,,,,,,,,,,,,,
