record_id,claim_ids,experiment,policy_or_model,artifact_kind,source_repo_or_model_id,upstream_revision,local_filename,file_size_bytes,sha256,identity_status,payload_included,evidence,notes
calvin_roboflamingo_policy,calvin_protocol1;calvin_fresh_sequence,calvin_ABC_D,RoboFlamingo,third_party_policy,robovlms/RoboFlamingo,b08c0a2ac4d2a92927ddc066e3eb077319bc5a94,ABC_D/checkpoint_gripper_post_hist_1_aug_10_4_traj_cons_ws_12_mpt_dolly_3b_4.pth,17598103223,752115c602b9245a798a2c8eb28b83c413fb95748681ec36372da8a4c63e4cd7,verified_local_sha256,false,Eval_Policies_CoRL release_metadata checkpoint_hashes.sha256,Binary checkpoint excluded.
calvin_roboflamingo_base,calvin_protocol1;calvin_fresh_sequence,calvin_ABC_D,OpenFlamingo base,third_party_backbone,openflamingo/OpenFlamingo-3B-vitl-mpt1b-langinstruct,656bbbcd4508db84ccc83c02361011c6fe92ae93,checkpoint.pt,4188086933,9dc045d02933a46f012b52b96aa10dbaedec84594dd202ac4c3c6f2ece51dbe3,verified_local_sha256,false,Eval_Policies_CoRL release_metadata checkpoint_hashes.sha256,Binary checkpoint excluded.
simplerenv_cogact_base,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,CogACT-Base,third_party_policy,CogACT/CogACT-Base,6550bf0992f162fc5d74f14ffee30771a9433363,checkpoints/CogACT-Base.pt,30521280578,1d35ec754c5c1ed7ab9ac22c9aba478e7269bab7db5b40df2703b2dc1e1009c0,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
simplerenv_spatialvla_shard1,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,SpatialVLA,third_party_policy,IPEC-COMMUNITY/spatialvla-4b-224-sft-bridge,cfb5ff76f7545d07c134f33810d8bf4070b5d517,model-00001-of-00002.safetensors,4969426016,014d7ca643d9ecb48a3689e7d2b3875b2ea1ae71fc422f8179ae50c786a608eb,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
simplerenv_spatialvla_shard2,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,SpatialVLA,third_party_policy,IPEC-COMMUNITY/spatialvla-4b-224-sft-bridge,cfb5ff76f7545d07c134f33810d8bf4070b5d517,model-00002-of-00002.safetensors,3086476734,22501b6216c652d94bb4917d85bc13d891b6aeb66ff785300436c1e8f8e5ed07,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
simplerenv_xvla_model,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,X-VLA-WidowX,third_party_policy,2toINF/X-VLA-WidowX,8d7ea1aaa948665d44129a3ff488629b955fc0f9,model.safetensors,3519068172,fb5e3d58223fe8865b43e3361428de6ef5ac0c3fb656fa69a40649893f6c4a7f,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
simplerenv_internvla_m1_unknown,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,InternVLA-M1,third_party_policy,unknown,unknown,unknown,unknown,unknown,unknown_exact_weight_files,false,runner placeholder and third_party repo commit 21e6e8f4bd42bee269dd021a118133501e9d8ede,Exact downloaded weight files were not recovered.
simplerenv_dexbotic_unknown,simplerenv_fixed_grid;simplerenv_protocol_abcde,SimplerEnv,Dexbotic / DB-MemVLA,third_party_policy,unknown,unknown,unknown,unknown,unknown,unknown_exact_weight_files,false,released rows and runner placeholders,Exact public source to policy mapping and downloaded weight files were not verified from current evidence.
spatial_forcing_goal_action_head,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,action_head--latest_checkpoint.pt,302242674,54e6ab758dff16ed7ad93d3958bea51200020ce056c701346fc31d0052840619,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_align_projector,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,align_projector--latest_checkpoint.pt,50383958,1ef2154ca37f35d1dd6d0769d0103c4acad1a2323cd2dba7c93df2da52796c81,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_adapter,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,lora_adapter/adapter_model.safetensors,484458600,2f1980a035661e1c533d86fa5574cf976ea6b49d1b8d7d8253d439f4476592b9,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_model1,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,model-00001-of-00004.safetensors,4925122448,5d64ad347af71fde23944c2b5b3ae77f4eed0f45b1d66da090aa309410100669,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_model2,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,model-00002-of-00004.safetensors,4947392496,b83dcd9732a1a71308b4a3acf236788932b350dba5a5404c14b9a0ea9fe3c4cf,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_model3,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,model-00003-of-00004.safetensors,4947417456,8cd9af890bf165c3a8fcd6dabcd13f34d2c7c5f6c8e326a1071c4a909dbc065f,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_model4,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_goal_proprio_projector,libero_goal_pairwise_d;libero_layer2,libero_goal,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-goal,c0093e70524ad781ae6fe644618f501af32a184d,proprio_projector--latest_checkpoint.pt,67275256,a73076e6550074f3832b9b5fc6bdbfc13dcd4a4609fe8dc288dda5800821aba2,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_action_head,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,action_head--latest_checkpoint.pt,302242674,9867fed14bc383691b3c8fb18a6560e2f47f8aa311bcbd0c8e13b09c338ce9ee,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_align_projector,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,align_projector--latest_checkpoint.pt,21015638,164cf858c24f1dd4ab7c7df690ad39d60bf9822698e5d64ecc222ab93735a1d9,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_adapter,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,lora_adapter/adapter_model.safetensors,484458600,ccbeb9e96a299e863f034fa06843745d3bde5dabbf9b05649580af7fcc17a73f,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_model1,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,model-00001-of-00004.safetensors,4925122448,aced8c4be91be92abd90b542560ffb62a7f92da7e66c10090779796c391cf900,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_model2,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,model-00002-of-00004.safetensors,4947392496,41acefa701d53a2670e6478ca2988b5f59a17382b618880e138b97428cf1b045,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_model3,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,model-00003-of-00004.safetensors,4947417456,39001800950a3655eca4dcbb7a0c918cf7fff816655221c6f49c6b6d04564507,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_model4,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_spatial_proprio_projector,libero_layer2,libero_spatial,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-spatial,58718e3948c78ae14a10514e162be775dee1bb6f,proprio_projector--latest_checkpoint.pt,67275256,42f8bdd42ae92ad5baa71820442a9116842cfbd78b2d7967a88ee575b9f31a90,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_action_head,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,action_head--latest_checkpoint.pt,302242674,1d897499060aeb673f61d2434d96dc514af6d4e17fad9d406fba9cc37ed006cf,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_align_projector,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,align_projector--latest_checkpoint.pt,50383958,333a0a62f1a19abab35c0de7d2d4abce0e2120e67dd4406a889e03424b305887,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_adapter,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,lora_adapter/adapter_model.safetensors,484458600,7d6c16fd098265b8d2ee8dc1db79a9aa2fc585de2428460f196db98b6644b9ec,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_model1,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,model-00001-of-00004.safetensors,4925122448,32d95e1c3a70c668f897f4689eeac849d9a7a033cac6aef7c55b9a2fec44e441,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_model2,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,model-00002-of-00004.safetensors,4947392496,bfacc647f1c063a3863f6380a4820a5a3e2ed316b94b7a79267761f226d3a40c,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_model3,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,model-00003-of-00004.safetensors,4947417456,a5ffbcc064bf0c2dbe83c463047b3faedba8cfb2e89ad31b98209644035e7ba7,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_model4,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_object_proprio_projector,libero_layer2,libero_object,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-object,7dae9150e87b05ee02d867d4e0f36343a46a8d77,proprio_projector--latest_checkpoint.pt,67275256,80e4827d2abc5a02515ab8858100e6eac13a0119e8f0f8349e4b1c1e6981aa24,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_action_head,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,action_head--latest_checkpoint.pt,302242674,ce77f222ee4261a7214a99731b08de03296d7d8272209c1b1d9d73d470950b31,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_align_projector,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,align_projector--latest_checkpoint.pt,50383958,768676cdfc05237701a44d81b98e6588f224ad1376319fad1f660c7e79e4b823,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_adapter,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,lora_adapter/adapter_model.safetensors,484458600,2425fcf0e30500f488bfed587b887d60364de9a059ec0790ca4ff411a3a67ed0,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_model1,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,model-00001-of-00004.safetensors,4925122448,260b439c198b7439b8154ea3461d4364e64b4299db45b5329d6de9f9a9d0a8dc,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_model2,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,model-00002-of-00004.safetensors,4947392496,e5b0823c0cbc506e68eef000a8fe02439083044c6a5af857724bfe710e4a47bc,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_model3,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,model-00003-of-00004.safetensors,4947417456,69071bffc08441a4a54872adf0e7355ee001ad97281210b7828b2772fcf5f8df,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_model4,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
spatial_forcing_10_proprio_projector,libero_layer2,libero_10,Spatial Forcing,third_party_policy,haofuly/spatial-forcing-7b-finetuned-libero-10,737f7e02dec79d8a3a26ab44738926183aed059e,proprio_projector--latest_checkpoint.pt,67275256,5016b0341019a0dd5feefca6064a30f3ca980f3da95de05331b1e480f90e2288,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_action_head,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,action_head--50000_checkpoint.pt,302242654,b97c2e8939ede32d8a1b29e9565d70f22040ba9e54925665e81989a0cc13ccff,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_adapter,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,lora_adapter/adapter_model.safetensors,484458600,1e94a9d9641a385852d37a85d24d3f3c2db05a4d3d772379bff37c9d5f1520ae,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_model1,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,model-00001-of-00004.safetensors,4925122448,aae1b9bfffacaf15e209bc8296ffa9bd07baa41d673ab005696a82525b880b2f,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_model2,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,model-00002-of-00004.safetensors,4947392496,4cd51d327e1891f24f75d033017ed3824cc5fb9009e38498efd2dca6f89ee01d,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_model3,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,model-00003-of-00004.safetensors,4947417456,f1c361c4cbd78b60ccea81538ca1626e00e54baba70528af8c08577771768329,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
openvla_oft_goal_model4,libero_goal_pairwise_d,libero_goal,OpenVLA-OFT,third_party_policy,moojink/openvla-7b-oft-finetuned-libero-goal,c2d0f9fbbd82674683b397ff923168a12f6a307b,model-00004-of-00004.safetensors,262668432,a877e3fece1feafb80f59f91585ce04379ee39e2bf9a25cb7b4acf237e896e60,verified_hf_lfs_sha256,false,local Hugging Face cache metadata for source_repo_or_model_id at upstream_revision named in this row,Binary checkpoint excluded.
