suite,task_id,task_name,episode_idx,instance_id,policy_name,checkpoint_ref,success,num_env_steps,error_type,package_policy_slug
libero_goal,0,open_the_middle_drawer_of_the_cabinet,58,libero_goal/open_the_middle_drawer_of_the_cabinet/0058,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,135,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,59,libero_goal/open_the_middle_drawer_of_the_cabinet/0059,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,60,libero_goal/open_the_middle_drawer_of_the_cabinet/0060,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,61,libero_goal/open_the_middle_drawer_of_the_cabinet/0061,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,134,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,62,libero_goal/open_the_middle_drawer_of_the_cabinet/0062,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,63,libero_goal/open_the_middle_drawer_of_the_cabinet/0063,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,116,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,64,libero_goal/open_the_middle_drawer_of_the_cabinet/0064,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,198,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,65,libero_goal/open_the_middle_drawer_of_the_cabinet/0065,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,66,libero_goal/open_the_middle_drawer_of_the_cabinet/0066,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,124,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,67,libero_goal/open_the_middle_drawer_of_the_cabinet/0067,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,141,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,68,libero_goal/open_the_middle_drawer_of_the_cabinet/0068,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,69,libero_goal/open_the_middle_drawer_of_the_cabinet/0069,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,214,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,70,libero_goal/open_the_middle_drawer_of_the_cabinet/0070,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,122,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,71,libero_goal/open_the_middle_drawer_of_the_cabinet/0071,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,142,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,72,libero_goal/open_the_middle_drawer_of_the_cabinet/0072,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,186,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,73,libero_goal/open_the_middle_drawer_of_the_cabinet/0073,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,130,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,74,libero_goal/open_the_middle_drawer_of_the_cabinet/0074,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,134,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,75,libero_goal/open_the_middle_drawer_of_the_cabinet/0075,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,141,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,76,libero_goal/open_the_middle_drawer_of_the_cabinet/0076,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,158,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,77,libero_goal/open_the_middle_drawer_of_the_cabinet/0077,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,138,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,78,libero_goal/open_the_middle_drawer_of_the_cabinet/0078,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,266,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,79,libero_goal/open_the_middle_drawer_of_the_cabinet/0079,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,126,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,80,libero_goal/open_the_middle_drawer_of_the_cabinet/0080,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,156,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,81,libero_goal/open_the_middle_drawer_of_the_cabinet/0081,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,139,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,82,libero_goal/open_the_middle_drawer_of_the_cabinet/0082,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,184,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,83,libero_goal/open_the_middle_drawer_of_the_cabinet/0083,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,127,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,84,libero_goal/open_the_middle_drawer_of_the_cabinet/0084,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,157,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,85,libero_goal/open_the_middle_drawer_of_the_cabinet/0085,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,122,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,86,libero_goal/open_the_middle_drawer_of_the_cabinet/0086,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,136,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,87,libero_goal/open_the_middle_drawer_of_the_cabinet/0087,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,88,libero_goal/open_the_middle_drawer_of_the_cabinet/0088,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,89,libero_goal/open_the_middle_drawer_of_the_cabinet/0089,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,90,libero_goal/open_the_middle_drawer_of_the_cabinet/0090,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,131,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,91,libero_goal/open_the_middle_drawer_of_the_cabinet/0091,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,129,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,92,libero_goal/open_the_middle_drawer_of_the_cabinet/0092,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,128,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,93,libero_goal/open_the_middle_drawer_of_the_cabinet/0093,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,135,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,94,libero_goal/open_the_middle_drawer_of_the_cabinet/0094,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,160,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,95,libero_goal/open_the_middle_drawer_of_the_cabinet/0095,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,197,,simvla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,96,libero_goal/open_the_middle_drawer_of_the_cabinet/0096,simvla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/simvla-libero@93dc4d90b0596c652ad2840ad743c62b9c4473fb,1,277,,simvla
