330,5
331,3
332,5
333,5
334,3
335,4
336,0
337,1
338,2
339,1
340,0
341,4
342,5
343,2
344,5
345,4
346,5
347,0
348,4
349,1
350,5
351,5
352,3
353,5
354,3
355,1
356,2
357,5
358,2
359,5
360,5
361,4
362,5
363,5
364,5
365,5
366,4
367,2
368,5
369,5
370,0
371,1
372,5
373,0
374,5
375,3
376,5
377,5
378,1
379,1
380,1
381,5
382,5
383,2
384,2
385,2
386,1
387,4
388,3
389,2
390,5
391,1
392,1
393,5
394,2
395,5
396,5
397,3
398,5
399,5
400,3
401,2
402,0
403,5
404,3
405,3
406,2
407,2
408,2
409,0
410,2
411,5
412,5
413,5
414,2
415,5
416,5
417,5
418,1
419,4
420,2
421,5
422,5
423,0
424,5
425,2
426,2
427,5
428,5
429,5
430,5
431,0
432,5
433,5
434,1
435,5
436,5
437,5
438,5
439,3
440,3
441,5
442,0
443,2
444,3
445,1
446,4
447,5
448,1
449,5
450,5
451,5
452,1
453,3
454,5
455,5
456,5
457,5
458,2
459,5
460,2
461,2
462,2
463,5
464,5
465,5
466,1
467,4
468,5
469,5
470,1
471,1
472,4
473,2
474,4
475,4
476,5
477,1
478,4
479,5
480,1
481,1
482,4
483,5
484,1
485,5
486,5
487,0
488,3
489,5
490,5
491,5
492,2
493,5
494,3
495,1
496,5
497,3
498,2
499,5
500,0
501,5
502,1
503,3
504,4
505,5
506,5
507,4
508,5
509,2
510,2
511,5
512,2
513,5
514,2
515,1
516,3
517,1
518,1
519,5
520,0
521,0
522,4
523,5
524,2
525,3
526,5
527,0
528,5
529,3
530,1
531,1
532,0
533,5
534,2
535,5
536,0
537,5
538,1
539,0
540,0
541,1
542,2
543,5
544,1
545,3
546,0
547,2
548,5
549,5
550,5
551,5
552,5
553,5
554,1
555,5
556,1
557,5
558,2
559,1
560,0
561,2
562,5
563,5
564,3
565,1
566,5
567,5
568,1
569,5
570,3
571,2
572,5
573,5
574,1
575,3
576,5
577,4
578,1
579,1
580,5
581,3
582,2
583,3
584,5
585,4
586,2
587,3
588,0
589,0
590,5
591,1
592,0
593,3
594,1
595,1
596,3
597,4
598,5
599,4
600,1
601,5
602,3
603,5
604,1
605,1
606,3
607,5
608,5
609,5
610,4
611,5
612,5
613,0
614,5
615,5
616,0
617,3
618,5
619,4
620,4
621,4
622,1
623,5
624,5
625,3
626,0
627,5
628,4
629,5
630,5
631,1
632,5
633,0
634,5
635,5
636,2
637,2
638,3
639,4
640,2
641,5
642,5
643,1
644,1
645,0
646,2
647,4
648,1
649,0
650,1
651,5
652,5
653,5
654,0
655,1
656,5
657,5
658,5
659,5
660,5
661,2
662,4
663,1
664,3
665,0
666,3
667,5
668,5
669,4
670,2
671,1
672,1
673,2
674,1
675,5
676,1
677,3
678,0
679,5
680,5
681,5
682,5
683,4
684,2
685,0
686,4
687,5
688,5
689,5
690,0
691,1
692,5
693,5
694,5
695,1
696,1
697,1
698,5
699,5
700,4
701,1
702,5
703,1
704,2
705,5
706,5
707,5
708,4
709,2
710,1
711,4
712,2
713,5
714,4
715,1
716,5
717,5
718,1
719,5
720,0
721,3
722,5
723,3
724,5
725,5
726,5
727,1
728,1
729,5
730,5
731,4
732,2
733,1
734,5
735,4
736,5
737,2
738,5
739,3
740,5
741,5
742,1
743,0
744,1
745,5
746,5
747,2
748,4
749,5
750,3
751,1
752,4
753,5
754,0
755,3
756,1
757,2
758,0
759,0
760,0
761,2
762,0
763,4
764,1
765,5
766,5
767,2
768,5
769,1
770,2
771,4
772,5
773,5
774,5
775,4
776,4
777,5
778,5
779,1
780,5
781,4
782,1
783,5
784,4
785,5
786,5
787,4
788,5
789,5
790,5
791,5
792,5
793,1
794,3
795,3
796,5
797,1
798,1
799,5
800,1
801,2
802,0
803,5
804,1
805,5
806,2
807,4
808,5
809,5
810,5
811,2
812,5
813,3
814,1
815,3
816,0
817,0
818,5
819,1
820,5
821,5
822,5
823,5
824,5
825,3
826,5
827,0
828,5
829,5
830,5
831,2
832,2
833,1
834,4
835,3
836,5
837,1
838,2
839,0
840,5
841,2
842,0
843,0
844,5
845,1
846,0
847,1
848,4
849,5
850,4
851,5
852,4
853,5
854,1
855,5
856,2
857,0
858,3
859,4
860,5
861,5
862,1
863,5
864,3
865,5
866,5
867,5
868,3
869,0
870,2
871,5
872,5
873,3
874,3
875,5
876,5
877,2
878,5
879,5
880,0
881,5
882,5
883,1
884,5
885,0
886,5
887,5
888,2
889,0
890,3
891,3
892,4
893,0
894,5
895,5
896,5
897,5
898,5
899,5
900,0
901,5
902,2
903,1
904,5
905,5
906,5
907,0
908,1
909,4
910,5
911,5
912,5
913,5
914,3
915,5
916,0
917,0
918,2
919,0
920,1
921,5
922,3
923,5
924,5
925,1
926,2
927,5
928,5
929,5
930,4
931,5
932,5
933,3
934,5
935,3
936,3
937,5
938,5
939,0
940,5
941,4
942,2
943,5
944,5
945,2
946,5
947,5
948,3
949,5
950,3
951,5
952,3
953,2
954,4
955,4
956,5
957,4
958,5
959,2
960,3
961,2
962,2
963,2
964,3
965,3
966,5
967,5
968,0
969,5
970,4
971,2
972,5
973,3
974,5
975,1
976,5
977,2
978,3
979,5
980,2
981,5
982,2
983,0
984,4
985,5
986,5
987,1
988,3
989,1
990,5
991,3
992,5
993,4
994,1
995,0
996,5
997,4
998,5
999,1
