suite,task_id,task_name,task_description,episode_idx,instance_id,total_episode_idx,policy_name,checkpoint_ref,initial_states_path,success,num_env_steps,error_type,elapsed_s,package_policy_slug
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,24,libero_goal/open_the_middle_drawer_of_the_cabinet/0024,24,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,145,,18.798,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,25,libero_goal/open_the_middle_drawer_of_the_cabinet/0025,25,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,108,,16.317,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,26,libero_goal/open_the_middle_drawer_of_the_cabinet/0026,26,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,157,,19.980,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,27,libero_goal/open_the_middle_drawer_of_the_cabinet/0027,27,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,17.563,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,28,libero_goal/open_the_middle_drawer_of_the_cabinet/0028,28,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,17.484,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,29,libero_goal/open_the_middle_drawer_of_the_cabinet/0029,29,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,113,,16.279,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,30,libero_goal/open_the_middle_drawer_of_the_cabinet/0030,30,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,138,,19.201,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,31,libero_goal/open_the_middle_drawer_of_the_cabinet/0031,31,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,125,,18.084,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,32,libero_goal/open_the_middle_drawer_of_the_cabinet/0032,32,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,0,300,,26.896,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,33,libero_goal/open_the_middle_drawer_of_the_cabinet/0033,33,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,127,,17.336,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,34,libero_goal/open_the_middle_drawer_of_the_cabinet/0034,34,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,105,,15.754,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,35,libero_goal/open_the_middle_drawer_of_the_cabinet/0035,35,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,119,,16.727,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,36,libero_goal/open_the_middle_drawer_of_the_cabinet/0036,36,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,0,300,,26.335,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,37,libero_goal/open_the_middle_drawer_of_the_cabinet/0037,37,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,17.001,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,38,libero_goal/open_the_middle_drawer_of_the_cabinet/0038,38,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,115,,16.571,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,39,libero_goal/open_the_middle_drawer_of_the_cabinet/0039,39,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,115,,16.621,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,40,libero_goal/open_the_middle_drawer_of_the_cabinet/0040,40,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,118,,17.234,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,41,libero_goal/open_the_middle_drawer_of_the_cabinet/0041,41,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,119,,19.378,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,42,libero_goal/open_the_middle_drawer_of_the_cabinet/0042,42,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,18.406,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,43,libero_goal/open_the_middle_drawer_of_the_cabinet/0043,43,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,119,,16.518,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,44,libero_goal/open_the_middle_drawer_of_the_cabinet/0044,44,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,108,,17.499,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,45,libero_goal/open_the_middle_drawer_of_the_cabinet/0045,45,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,136,,17.858,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,46,libero_goal/open_the_middle_drawer_of_the_cabinet/0046,46,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,117,,17.773,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,47,libero_goal/open_the_middle_drawer_of_the_cabinet/0047,47,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,113,,16.694,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,48,libero_goal/open_the_middle_drawer_of_the_cabinet/0048,48,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,113,,16.708,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,49,libero_goal/open_the_middle_drawer_of_the_cabinet/0049,49,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,144,,19.986,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,50,libero_goal/open_the_middle_drawer_of_the_cabinet/0050,50,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,131,,17.773,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,51,libero_goal/open_the_middle_drawer_of_the_cabinet/0051,51,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,106,,17.604,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,52,libero_goal/open_the_middle_drawer_of_the_cabinet/0052,52,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,115,,17.227,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,53,libero_goal/open_the_middle_drawer_of_the_cabinet/0053,53,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,115,,17.507,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,54,libero_goal/open_the_middle_drawer_of_the_cabinet/0054,54,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,118,,16.726,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,55,libero_goal/open_the_middle_drawer_of_the_cabinet/0055,55,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,106,,15.594,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,56,libero_goal/open_the_middle_drawer_of_the_cabinet/0056,56,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,113,,17.874,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,57,libero_goal/open_the_middle_drawer_of_the_cabinet/0057,57,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,118,,16.654,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,58,libero_goal/open_the_middle_drawer_of_the_cabinet/0058,58,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,109,,15.985,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,59,libero_goal/open_the_middle_drawer_of_the_cabinet/0059,59,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,132,,19.164,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,60,libero_goal/open_the_middle_drawer_of_the_cabinet/0060,60,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,108,,16.120,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,61,libero_goal/open_the_middle_drawer_of_the_cabinet/0061,61,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,19.524,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,62,libero_goal/open_the_middle_drawer_of_the_cabinet/0062,62,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,122,,17.867,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,63,libero_goal/open_the_middle_drawer_of_the_cabinet/0063,63,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,113,,17.125,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,64,libero_goal/open_the_middle_drawer_of_the_cabinet/0064,64,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,115,,17.409,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,65,libero_goal/open_the_middle_drawer_of_the_cabinet/0065,65,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,117,,16.502,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,66,libero_goal/open_the_middle_drawer_of_the_cabinet/0066,66,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,114,,17.313,pi05_n_action_steps_10
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,67,libero_goal/open_the_middle_drawer_of_the_cabinet/0067,67,pi05_lerobot,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/pi05-libero-finetuned,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,123,,17.111,pi05_n_action_steps_10
