suite,task_id,task_name,task_description,episode_idx,instance_id,total_episode_idx,policy_name,checkpoint_ref,initial_states_path,success,num_env_steps,error_type,package_policy_slug
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,20,libero_goal/open_the_middle_drawer_of_the_cabinet/0020,20,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,131,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,21,libero_goal/open_the_middle_drawer_of_the_cabinet/0021,21,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,22,libero_goal/open_the_middle_drawer_of_the_cabinet/0022,22,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,123,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,23,libero_goal/open_the_middle_drawer_of_the_cabinet/0023,23,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,130,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,24,libero_goal/open_the_middle_drawer_of_the_cabinet/0024,24,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,128,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,25,libero_goal/open_the_middle_drawer_of_the_cabinet/0025,25,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,219,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,26,libero_goal/open_the_middle_drawer_of_the_cabinet/0026,26,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,149,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,27,libero_goal/open_the_middle_drawer_of_the_cabinet/0027,27,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,28,libero_goal/open_the_middle_drawer_of_the_cabinet/0028,28,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,188,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,29,libero_goal/open_the_middle_drawer_of_the_cabinet/0029,29,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,30,libero_goal/open_the_middle_drawer_of_the_cabinet/0030,30,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,131,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,31,libero_goal/open_the_middle_drawer_of_the_cabinet/0031,31,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,135,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,32,libero_goal/open_the_middle_drawer_of_the_cabinet/0032,32,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,153,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,33,libero_goal/open_the_middle_drawer_of_the_cabinet/0033,33,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,125,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,34,libero_goal/open_the_middle_drawer_of_the_cabinet/0034,34,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,139,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,35,libero_goal/open_the_middle_drawer_of_the_cabinet/0035,35,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,121,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,36,libero_goal/open_the_middle_drawer_of_the_cabinet/0036,36,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,37,libero_goal/open_the_middle_drawer_of_the_cabinet/0037,37,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,208,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,38,libero_goal/open_the_middle_drawer_of_the_cabinet/0038,38,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,131,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,39,libero_goal/open_the_middle_drawer_of_the_cabinet/0039,39,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,40,libero_goal/open_the_middle_drawer_of_the_cabinet/0040,40,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,41,libero_goal/open_the_middle_drawer_of_the_cabinet/0041,41,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,42,libero_goal/open_the_middle_drawer_of_the_cabinet/0042,42,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,43,libero_goal/open_the_middle_drawer_of_the_cabinet/0043,43,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,158,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,44,libero_goal/open_the_middle_drawer_of_the_cabinet/0044,44,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,45,libero_goal/open_the_middle_drawer_of_the_cabinet/0045,45,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,46,libero_goal/open_the_middle_drawer_of_the_cabinet/0046,46,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,160,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,47,libero_goal/open_the_middle_drawer_of_the_cabinet/0047,47,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,141,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,48,libero_goal/open_the_middle_drawer_of_the_cabinet/0048,48,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,127,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,49,libero_goal/open_the_middle_drawer_of_the_cabinet/0049,49,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,159,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,50,libero_goal/open_the_middle_drawer_of_the_cabinet/0050,50,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,123,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,51,libero_goal/open_the_middle_drawer_of_the_cabinet/0051,51,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,128,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,52,libero_goal/open_the_middle_drawer_of_the_cabinet/0052,52,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,125,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,53,libero_goal/open_the_middle_drawer_of_the_cabinet/0053,53,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,132,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,54,libero_goal/open_the_middle_drawer_of_the_cabinet/0054,54,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,132,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,55,libero_goal/open_the_middle_drawer_of_the_cabinet/0055,55,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,127,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,56,libero_goal/open_the_middle_drawer_of_the_cabinet/0056,56,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,136,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,57,libero_goal/open_the_middle_drawer_of_the_cabinet/0057,57,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,135,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,58,libero_goal/open_the_middle_drawer_of_the_cabinet/0058,58,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,122,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,59,libero_goal/open_the_middle_drawer_of_the_cabinet/0059,59,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,164,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,60,libero_goal/open_the_middle_drawer_of_the_cabinet/0060,60,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,61,libero_goal/open_the_middle_drawer_of_the_cabinet/0061,61,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,135,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,62,libero_goal/open_the_middle_drawer_of_the_cabinet/0062,62,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,136,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,63,libero_goal/open_the_middle_drawer_of_the_cabinet/0063,63,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,127,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,64,libero_goal/open_the_middle_drawer_of_the_cabinet/0064,64,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,126,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,65,libero_goal/open_the_middle_drawer_of_the_cabinet/0065,65,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,122,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,66,libero_goal/open_the_middle_drawer_of_the_cabinet/0066,66,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,136,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,67,libero_goal/open_the_middle_drawer_of_the_cabinet/0067,67,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,124,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,68,libero_goal/open_the_middle_drawer_of_the_cabinet/0068,68,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,180,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,69,libero_goal/open_the_middle_drawer_of_the_cabinet/0069,69,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,127,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,70,libero_goal/open_the_middle_drawer_of_the_cabinet/0070,70,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,129,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,71,libero_goal/open_the_middle_drawer_of_the_cabinet/0071,71,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,122,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,72,libero_goal/open_the_middle_drawer_of_the_cabinet/0072,72,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,125,,hif_vla
libero_goal,0,open_the_middle_drawer_of_the_cabinet,open the middle drawer of the cabinet,73,libero_goal/open_the_middle_drawer_of_the_cabinet/0073,73,hif_vla,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/checkpoints/hifvla-libero-goal,/share/data/ripl/tianchong/projects/Eval_Policies_CoRL/artifacts/libero/init_state_goal_5000,1,145,,hif_vla
