benchmark,track,paper_name,source_csv,source_line,current_column,previous_sota_column,current_score,previous_sota_score,reported_delta,score_unit,previous_sota_scaled_count,current_scaled_count,previous_sota_count,current_count,previous_sota_rounding_residual,current_rounding_residual,count_rounding_method,count_delta,T,S,R,alpha,z_critical,necessary_count_delta,sufficient_count_delta,necessary_score_delta,sufficient_score_delta,category,notes
LIBERO,spatial,MAP-VLA: Memory-Augmented Prompting for Vision-Language-Action Model in Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,90,libero_spatial,libero_spatial_prev_sota,96.3,93.5,2.8,percent,467.5,481.5,468,482,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,14,10,50,1,0.05,1.644853627,3,12,0.6,2.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,MAPS: Preserving Vision-Language Representations via Module-Wise Proximity Scheduling for Better Vision-Language-Action Generalization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,91,libero_spatial,libero_spatial_prev_sota,6,3,3,percent,15,30,15,30,0,0,python_round_nearest_even_matches_significance_cutoffs,15,10,50,1,0.05,1.644853627,3,11,0.6,2.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,NORA: A Small Open-Sourced Generalist Vision Language Action Model for Embodied Tasks,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,98,libero_spatial,libero_spatial_prev_sota,92.2,88.2,4,percent,441,461,441,461,0,0,python_round_nearest_even_matches_significance_cutoffs,20,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,RLinf-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,106,libero_spatial,libero_spatial_prev_sota,98.93,51.61,47.32,percent,258.05,494.65,258,495,0.05,-0.35,python_round_nearest_even_matches_significance_cutoffs,237,10,50,1,0.05,1.644853627,3,36,0.6,7.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,RynnVLA-002: A Unified Vision-Language-Action and World Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,109,libero_spatial,libero_spatial_prev_sota,99,97.6,1.4,percent,488,495,488,495,0,0,python_round_nearest_even_matches_significance_cutoffs,7,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Self-Improving Vision-Language-Action Models with Data Generation via Residual RL,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,111,libero_spatial,libero_spatial_prev_sota,99.5,95.2,4.3,percent,476,497.5,476,498,5.684341886e-14,-0.5,python_round_nearest_even_matches_significance_cutoffs,22,10,50,1,0.05,1.644853627,3,11,0.6,2.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,SimpleVLA-RL: Scaling VLA Training via Reinforcement Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,113,libero_spatial,libero_spatial_prev_sota,99.4,96.8,2.6,percent,484,497,484,497,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,13,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,STAR: Learning Diverse Robot Skill Abstractions through Rotation-Augmented Vector Quantization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,120,libero_spatial,libero_spatial_prev_sota,95.5,88.7,6.8,percent,443.5,477.5,444,478,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,34,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,UniVLA: Learning to Act Anywhere with Task-centric Latent Actions,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,129,libero_spatial,libero_spatial_prev_sota,96.5,84.7,11.8,percent,423.5,482.5,424,482,-0.5,0.5,python_round_nearest_even_matches_significance_cutoffs,58,10,50,1,0.05,1.644853627,3,20,0.6,4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VLA-RFT: Vision-Language-Action Reinforcement Fine-tuning with Verified Rewards in World Simulators,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,136,libero_spatial,libero_spatial_prev_sota,94.4,91.2,3.2,percent,456,472,456,472,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,16,10,50,1,0.05,1.644853627,3,15,0.6,3,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,"Act, Think or Abstain: Complexity-Aware Adaptive Inference for Vision-Language-Action Models",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,147,libero_spatial,libero_spatial_prev_sota,80,73.33,6.67,percent,366.65,400,367,400,-0.35,0,python_round_nearest_even_matches_significance_cutoffs,33,10,50,1,0.05,1.644853627,3,26,0.6,5.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CLAP: Contrastive Latent Action Pretraining for Learning Vision-Language-Action Models from Human Videos,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,165,libero_spatial,libero_spatial_prev_sota,97,93,4,percent,465,485,465,485,0,0,python_round_nearest_even_matches_significance_cutoffs,20,10,50,1,0.05,1.644853627,3,13,0.6,2.6,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CycleVLA: Proactive Self-Correcting Vision-Language-Action Models via Subtask Backtracking and Minimum Bayes Risk Decoding,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,172,libero_spatial,libero_spatial_prev_sota,97.6,94.4,3.2,percent,472,488,472,488,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,16,10,50,1,0.05,1.644853627,3,12,0.6,2.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Fast-ThinkAct: Efficient Vision-Language-Action Reasoning via Verbalizable Latent Planning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,183,libero_spatial,libero_spatial_prev_sota,92,88.3,3.7,percent,441.5,460,442,460,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,18,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Learning Diffusion Policy from Primitive Skills for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,205,libero_spatial,libero_spatial_prev_sota,98.3,95.2,3.1,percent,476,491.5,476,492,5.684341886e-14,-0.5,python_round_nearest_even_matches_significance_cutoffs,16,10,50,1,0.05,1.644853627,3,11,0.6,2.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,$M^2$-VLA: Boosting Vision-Language Models for Generalizable Manipulation via Layer Mixture and Meta-Skills,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,210,libero_spatial,libero_spatial_prev_sota,97.8,94.4,3.4,percent,472,489,472,489,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,17,10,50,1,0.05,1.644853627,3,12,0.6,2.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,MoIRA: Modular instruction routing architecture for multi-task robotics,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,213,libero_spatial,libero_spatial_prev_sota,94,90,4,percent,450,470,450,470,0,0,python_round_nearest_even_matches_significance_cutoffs,20,10,50,1,0.05,1.644853627,3,16,0.6,3.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,PALM: Progress-Aware Policy Learning via Affordance Reasoning for Long-Horizon Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,221,libero_spatial,libero_spatial_prev_sota,95.2,88.2,7,percent,441,476,441,476,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,35,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,RoboAlign: Learning Test-Time Reasoning for Language-Action Alignment in Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,237,libero_spatial,libero_spatial_prev_sota,93.8,88.3,5.5,percent,441.5,469,442,469,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,27,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,SaiVLA-0: Cerebrum--Pons--Cerebellum Tripartite Architecture for Compute-Aware Vision-Language-Action,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,241,libero_spatial,libero_spatial_prev_sota,99.8,98.8,1,percent,494,499,494,499,0,0,python_round_nearest_even_matches_significance_cutoffs,5,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,"Say, Dream, and Act: Learning Video World Models for Instruction-Driven Robot Manipulation",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,242,libero_spatial,libero_spatial_prev_sota,99.4,97.6,1.8,percent,488,497,488,497,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,9,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Stable Language Guidance for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,252,libero_spatial,libero_spatial_prev_sota,98.6,96.8,1.8,percent,484,493,484,493,0,0,python_round_nearest_even_matches_significance_cutoffs,9,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Test-Time Perturbation Learning with Delayed Feedback for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,259,libero_spatial,libero_spatial_prev_sota,90,85,5,percent,425,450,425,450,0,0,python_round_nearest_even_matches_significance_cutoffs,25,10,50,1,0.05,1.644853627,3,19,0.6,3.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VLA-Thinker: Boosting Vision-Language-Action Models through Thinking-with-Image Reasoning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,276,libero_spatial,libero_spatial_prev_sota,98.7,96.8,1.9,percent,484,493.5,484,494,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,10,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VolumeDP: Modeling Volumetric Representation for Manipulation Policy Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,277,libero_spatial,libero_spatial_prev_sota,90.7,81.1,9.6,percent,405.5,453.5,406,454,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,48,10,50,1,0.05,1.644853627,3,22,0.6,4.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,WoVR: World Models as Reliable Simulators for Post-Training VLA Policies with RL,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,282,libero_spatial,libero_spatial_prev_sota,81.5,67.8,13.7,percent,339,407.5,339,408,-5.684341886e-14,-0.5,python_round_nearest_even_matches_significance_cutoffs,69,10,50,1,0.05,1.644853627,3,29,0.6,5.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,You've Got a Golden Ticket: Improving Generative Robot Policies With A Single Noise Vector,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,284,libero_spatial,libero_spatial_prev_sota,93.4,80.4,13,percent,402,467,402,467,0,0,python_round_nearest_even_matches_significance_cutoffs,65,10,50,1,0.05,1.644853627,3,22,0.6,4.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VLANeXt: Recipes for Building Strong VLA Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,292,libero_spatial,libero_spatial_prev_sota,99,97.6,1.4,percent,488,495,488,495,0,0,python_round_nearest_even_matches_significance_cutoffs,7,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Expertise Need Not Monopolize: Action-Specialized Mixture of Experts for Vision-Language-Action Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,299,libero_spatial,libero_spatial_prev_sota,99.6,96.4,3.2,percent,482,498,482,498,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,16,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VGGT-$\Omega$,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,301,libero_spatial,libero_spatial_prev_sota,99.3,97.6,1.7,percent,488,496.5,488,496,0,0.5,python_round_nearest_even_matches_significance_cutoffs,8,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,From Imagined Futures to Executable Actions: Mixture of Latent Actions for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,312,libero_spatial,libero_spatial_prev_sota,93,88.2,4.8,percent,441,465,441,465,0,0,python_round_nearest_even_matches_significance_cutoffs,24,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Failing Forward: Adaptive Failure-Informed Learning for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,321,libero_spatial,libero_spatial_prev_sota,99.8,98.8,1,percent,494,499,494,499,0,0,python_round_nearest_even_matches_significance_cutoffs,5,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Diffusion Transformer Policy,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,6,libero_object,libero_object_prev_sota,96.3,92.5,3.8,percent,462.5,481.5,462,482,0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,20,10,50,1,0.05,1.644853627,3,14,0.6,2.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,GRAPE: Generalizing Robot Policy via Preference Alignment,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,9,libero_object,libero_object_prev_sota,92.1,88.6,3.5,percent,443,460.5,443,460,-5.684341886e-14,0.5,python_round_nearest_even_matches_significance_cutoffs,17,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Multimodal Diffusion Transformer: Learning Versatile Behavior from Multimodal Goals,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,11,libero_object,libero_object_prev_sota,87.5,72,15.5,percent,360,437.5,360,438,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,78,10,50,1,0.05,1.644853627,3,27,0.6,5.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Robo-MUTUAL: Robotic Multimodal Task Specification via Unimodal Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,16,libero_object,libero_object_prev_sota,93.9,63.9,30,percent,319.5,469.5,320,470,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,150,10,50,1,0.05,1.644853627,3,31,0.6,6.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,3D Dynamics-Aware Manipulation: Endowing Manipulation Policies with 3D Foresight,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,19,libero_object,libero_object_prev_sota,98,94.8,3.2,percent,474,490,474,490,0,0,python_round_nearest_even_matches_significance_cutoffs,16,10,50,1,0.05,1.644853627,3,11,0.6,2.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,4D-VLA: Spatiotemporal Vision-Language-Action Pretraining with Cross-Scene Calibration,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,20,libero_object,libero_object_prev_sota,95.2,92.5,2.7,percent,462.5,476,462,476,0.5,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,14,10,50,1,0.05,1.644853627,3,14,0.6,2.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Beyond Human Demonstrations: Diffusion-Based Reinforcement Learning to Generate Data for VLA Training,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,29,libero_object,libero_object_prev_sota,99,92,7,percent,460,495,460,495,0,0,python_round_nearest_even_matches_significance_cutoffs,35,10,50,1,0.05,1.644853627,3,14,0.6,2.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,CronusVLA: Towards Efficient and Robust Manipulation via Multi-Frame Vision-Language-Action Modeling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,39,libero_object,libero_object_prev_sota,99.6,98.4,1.2,percent,492,498,492,498,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,6,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Cross-Platform Scaling of Vision-Language-Action Models from Edge to Cloud GPUs,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,40,libero_object,libero_object_prev_sota,99.5,98.3,1.2,percent,491.5,497.5,492,498,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,6,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Decoupled Action Expert: Confining Task Knowledge to the Conditioning Pathway,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,42,libero_object,libero_object_prev_sota,98.6,93.1,5.5,percent,465.5,493,465,493,0.5,0,python_round_nearest_even_matches_significance_cutoffs,28,10,50,1,0.05,1.644853627,3,13,0.6,2.6,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,EnerVerse: Envisioning Embodied Future Space for Robotics Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,56,libero_object,libero_object_prev_sota,97.7,92.5,5.2,percent,462.5,488.5,462,488,0.5,0.5,python_round_nearest_even_matches_significance_cutoffs,26,10,50,1,0.05,1.644853627,3,14,0.6,2.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,HyperVLA: Efficient Inference in Vision-Language-Action Models via Hypernetworks,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,76,libero_object,libero_object_prev_sota,94,88,6,percent,440,470,440,470,0,0,python_round_nearest_even_matches_significance_cutoffs,30,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,LoLA: Long Horizon Latent Action Learning for General Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,88,libero_object,libero_object_prev_sota,99.6,97.8,1.8,percent,489,498,489,498,0,0,python_round_nearest_even_matches_significance_cutoffs,9,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,MAPS: Preserving Vision-Language Representations via Module-Wise Proximity Scheduling for Better Vision-Language-Action Generalization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,91,libero_object,libero_object_prev_sota,14,9,5,percent,45,70,45,70,0,0,python_round_nearest_even_matches_significance_cutoffs,25,10,50,1,0.05,1.644853627,3,18,0.6,3.6,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Multimodal Reinforcement Learning with Adaptive Verifier for AI Agents,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,97,libero_object,libero_object_prev_sota,93.2,89.2,4,percent,446,466,446,466,0,0,python_round_nearest_even_matches_significance_cutoffs,20,10,50,1,0.05,1.644853627,3,16,0.6,3.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,NORA: A Small Open-Sourced Generalist Vision Language Action Model for Embodied Tasks,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,98,libero_object,libero_object_prev_sota,95.4,89.9,5.5,percent,449.5,477,450,477,-0.5,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,27,10,50,1,0.05,1.644853627,3,16,0.6,3.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Rethinking Latent Redundancy in Behavior Cloning: An Information Bottleneck Approach for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,104,libero_object,libero_object_prev_sota,52,43,9,percent,215,260,215,260,0,0,python_round_nearest_even_matches_significance_cutoffs,45,10,50,1,0.05,1.644853627,3,36,0.6,7.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,RLinf-VLA: A Unified and Efficient Framework for Reinforcement Learning of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,106,libero_object,libero_object_prev_sota,99.67,50.2,49.47,percent,251,498.35,251,498,0,0.35,python_round_nearest_even_matches_significance_cutoffs,247,10,50,1,0.05,1.644853627,3,36,0.6,7.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,RynnVLA-002: A Unified Vision-Language-Action and World Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,109,libero_object,libero_object_prev_sota,99.8,98.4,1.4,percent,492,499,492,499,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,7,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
