benchmark,track,paper_name,source_csv,source_line,current_column,previous_sota_column,current_score,previous_sota_score,reported_delta,score_unit,previous_sota_scaled_count,current_scaled_count,previous_sota_count,current_count,previous_sota_rounding_residual,current_rounding_residual,count_rounding_method,count_delta,T,S,R,alpha,z_critical,necessary_count_delta,sufficient_count_delta,necessary_score_delta,sufficient_score_delta,category,notes
LIBERO,spatial,3D Dynamics-Aware Manipulation: Endowing Manipulation Policies with 3D Foresight,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,19,libero_spatial,libero_spatial_prev_sota,96.4,94,2.4,percent,470,482,470,482,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,12,10,50,1,0.05,1.644853627,3,12,0.6,2.4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,4D-VLA: Spatiotemporal Vision-Language-Action Pretraining with Cross-Scene Calibration,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,20,libero_spatial,libero_spatial_prev_sota,88.9,88.2,0.7,percent,441,444.5,441,444,0,0.5,python_round_nearest_even_matches_significance_cutoffs,3,10,50,1,0.05,1.644853627,3,17,0.6,3.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ActDistill: General Action-Guided Self-Derived Distillation for Efficient Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,21,libero_spatial,libero_spatial_prev_sota,81.8,84.4,-2.6,percent,422,409,422,409,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,-13,10,50,1,0.05,1.644853627,3,20,0.6,4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Action-aware Dynamic Pruning for Efficient Vision-Language-Action Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,22,libero_spatial,libero_spatial_prev_sota,99.4,98.6,0.8,percent,493,497,493,497,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,4,10,50,1,0.05,1.644853627,3,5,0.6,1,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ActionSink: Toward Precise Robot Manipulation with Dynamic Integration of Action Flow,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,23,libero_spatial,libero_spatial_prev_sota,72.83,69.17,3.66,percent,345.85,364.15,346,364,-0.15,0.15,python_round_nearest_even_matches_significance_cutoffs,18,10,50,1,0.05,1.644853627,3,28,0.6,5.6,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,AsyncVLA: Asynchronous Flow Matching for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,24,libero_spatial,libero_spatial_prev_sota,98.4,98.8,-0.4,percent,494,492,494,492,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,-2,10,50,1,0.05,1.644853627,3,5,0.6,1,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Audio-VLA: Adding Contact Audio Perception to Vision-Language-Action Model for Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,26,libero_spatial,libero_spatial_prev_sota,98.3,97.6,0.7,percent,488,491.5,488,492,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,4,10,50,1,0.05,1.644853627,3,7,0.6,1.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,BadVLA: Towards Backdoor Attacks on Vision-Language-Action Models via Objective-Decoupled Optimization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,27,libero_spatial,libero_spatial_prev_sota,96.7,95,1.7,percent,475,483.5,475,484,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,9,10,50,1,0.05,1.644853627,3,11,0.6,2.2,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Balancing Signal and Variance: Adaptive Offline RL Post-Training for VLA Flow Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,28,libero_spatial,libero_spatial_prev_sota,95.8,95.6,0.2,percent,478,479,478,479,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,10,0.6,2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Beyond Human Demonstrations: Diffusion-Based Reinforcement Learning to Generate Data for VLA Training,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,29,libero_spatial,libero_spatial_prev_sota,83.4,80.4,3,percent,402,417,402,417,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,15,10,50,1,0.05,1.644853627,3,22,0.6,4.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,BitVLA: 1-bit Vision-Language-Action Models for Robotics Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,30,libero_spatial,libero_spatial_prev_sota,96.6,97.6,-1,percent,488,483,488,483,0,0,python_round_nearest_even_matches_significance_cutoffs,-5,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Bridging Scale Discrepancies in Robotic Control via Language-Based Action Representations,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,31,libero_spatial,libero_spatial_prev_sota,84.8,84.7,0.1,percent,423.5,424,424,424,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,20,0.6,4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CLIP-RT: Learning Language-Conditioned Robotic Policies from Natural Language Supervision,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,32,libero_spatial,libero_spatial_prev_sota,95.2,96.2,-1,percent,481,476,481,476,5.684341886e-14,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,-5,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CoA-VLA: Improving Vision-Language-Action Models via Visual-Textual Chain-of-Affordance,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,33,libero_spatial,libero_spatial_prev_sota,85.3,84.7,0.6,percent,423.5,426.5,424,426,-0.5,0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,20,0.6,4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CogVLA: Cognition-Aligned Vision-Language-Action Model via Instruction-Driven Routing &amp; Sparsification,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,34,libero_spatial,libero_spatial_prev_sota,98.6,98,0.6,percent,490,493,490,493,0,0,python_round_nearest_even_matches_significance_cutoffs,3,10,50,1,0.05,1.644853627,3,7,0.6,1.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Compressor-VLA: Instruction-Guided Visual Token Compression for Efficient Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,35,libero_spatial,libero_spatial_prev_sota,98.8,99,-0.2,percent,495,494,495,494,0,0,python_round_nearest_even_matches_significance_cutoffs,-1,10,50,1,0.05,1.644853627,3,5,0.6,1,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Conditioning Matters: Training Diffusion Policies is Faster Than You Think,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,36,libero_spatial,libero_spatial_prev_sota,97.5,97.6,-0.1,percent,488,487.5,488,488,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CoT-VLA: Visual Chain-of-Thought Reasoning for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,38,libero_spatial,libero_spatial_prev_sota,87.5,84.7,2.8,percent,423.5,437.5,424,438,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,14,10,50,1,0.05,1.644853627,3,20,0.6,4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CronusVLA: Towards Efficient and Robust Manipulation via Multi-Frame Vision-Language-Action Modeling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,39,libero_spatial,libero_spatial_prev_sota,97.3,97.6,-0.3,percent,488,486.5,488,486,0,0.5,python_round_nearest_even_matches_significance_cutoffs,-2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Cross-Platform Scaling of Vision-Language-Action Models from Edge to Cloud GPUs,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,40,libero_spatial,libero_spatial_prev_sota,98,96.2,1.8,percent,481,490,481,490,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,9,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,D2E: Scaling Vision-Action Pretraining on Desktop Data for Transfer to Embodied AI,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,41,libero_spatial,libero_spatial_prev_sota,95.8,98,-2.2,percent,490,479,490,479,0,0,python_round_nearest_even_matches_significance_cutoffs,-11,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Decoupled Action Expert: Confining Task Knowledge to the Conditioning Pathway,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,42,libero_spatial,libero_spatial_prev_sota,87.1,89.5,-2.4,percent,447.5,435.5,448,436,-0.5,-0.5,python_round_nearest_even_matches_significance_cutoffs,-12,10,50,1,0.05,1.644853627,3,16,0.6,3.2,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,DeepThinkVLA: Enhancing Reasoning Capability of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,43,libero_spatial,libero_spatial_prev_sota,96.6,96.8,-0.2,percent,484,483,484,483,0,0,python_round_nearest_even_matches_significance_cutoffs,-1,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Dejavu: Towards Experience Feedback Learning for Embodied Intelligence,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,44,libero_spatial,libero_spatial_prev_sota,98.2,97.5,0.7,percent,487.5,491,488,491,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,3,10,50,1,0.05,1.644853627,3,7,0.6,1.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,DepthVLA: Enhancing Vision-Language-Action Models with Depth-Aware Spatial Reasoning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,45,libero_spatial,libero_spatial_prev_sota,96.4,97.5,-1.1,percent,487.5,482,488,482,-0.5,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,-6,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,DiG-Flow: Discrepancy-Guided Flow Matching for Robust VLA Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,46,libero_spatial,libero_spatial_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Discrete Diffusion VLA: Bringing Discrete Diffusion to Action Decoding in Vision-Language-Action Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,47,libero_spatial,libero_spatial_prev_sota,97.2,96.9,0.3,percent,484.5,486,485,486,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,8,0.6,1.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Dita: Scaling Diffusion Transformer for Generalist Vision-Language-Action Policy,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,49,libero_spatial,libero_spatial_prev_sota,97.4,84.9,12.5,percent,424.5,487,425,487,-0.5,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,62,10,50,1,0.05,1.644853627,3,19,0.6,3.8,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Don't Run with Scissors: Pruning Breaks VLA Models but They Can Be Recovered,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,50,libero_spatial,libero_spatial_prev_sota,60.2,88.4,-28.2,percent,442,301,442,301,0,0,python_round_nearest_even_matches_significance_cutoffs,-141,10,50,1,0.05,1.644853627,3,17,0.6,3.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Dream-VL & Dream-VLA: Open Vision-Language and Vision-Language-Action Models with Diffusion Language Model Backbone,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,51,libero_spatial,libero_spatial_prev_sota,97.6,97.6,0,percent,488,488,488,488,0,0,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,dVLA: Diffusion Vision-Language-Action Model with Multimodal Chain-of-Thought,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,52,libero_spatial,libero_spatial_prev_sota,97.4,97.2,0.2,percent,486,487,486,487,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,8,0.6,1.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,E0: Enhancing Generalization and Fine-Grained Control in VLA Models via Tweedie Discrete Diffusion,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,53,libero_spatial,libero_spatial_prev_sota,97.2,96.8,0.4,percent,484,486,484,486,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,"End-to-end Listen, Look, Speak and Act",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,55,libero_spatial,libero_spatial_prev_sota,90.8,96.4,-5.6,percent,482,454,482,454,5.684341886e-14,-5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,-28,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,EnerVerse: Envisioning Embodied Future Space for Robotics Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,56,libero_spatial,libero_spatial_prev_sota,91.2,84.7,6.5,percent,423.5,456,424,456,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,32,10,50,1,0.05,1.644853627,3,20,0.6,4,provably_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Evo-1: Lightweight Vision-Language-Action Model with Preserved Semantic Alignment,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,57,libero_spatial,libero_spatial_prev_sota,92.7,96.8,-4.1,percent,484,463.5,484,464,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,-20,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,EVOLVE-VLA: Test-Time Training from Environment Feedback for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,58,libero_spatial,libero_spatial_prev_sota,95.4,96.8,-1.4,percent,484,477,484,477,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,-7,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ExpReS-VLA: Specializing Vision-Language-Action Models Through Experience Replay and Retrieval,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,59,libero_spatial,libero_spatial_prev_sota,93.1,95.2,-2.1,percent,476,465.5,476,465,5.684341886e-14,0.5,python_round_nearest_even_matches_significance_cutoffs,-11,10,50,1,0.05,1.644853627,3,11,0.6,2.2,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Fast ECoT: Efficient Embodied Chain-of-Thought via Thoughts Reuse,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,60,libero_spatial,libero_spatial_prev_sota,85,84,1,percent,420,425,420,425,0,0,python_round_nearest_even_matches_significance_cutoffs,5,10,50,1,0.05,1.644853627,3,20,0.6,4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,FASTer: Toward Efficient Autoregressive Vision Language Action Modeling via Neural Action Tokenization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,62,libero_spatial,libero_spatial_prev_sota,98,98.8,-0.8,percent,494,490,494,490,0,0,python_round_nearest_even_matches_significance_cutoffs,-4,10,50,1,0.05,1.644853627,3,5,0.6,1,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Fine-Tuning Vision-Language-Action Models: Optimizing Speed and Success,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,63,libero_spatial,libero_spatial_prev_sota,97.6,96.8,0.8,percent,484,488,484,488,0,0,python_round_nearest_even_matches_significance_cutoffs,4,10,50,1,0.05,1.644853627,3,9,0.6,1.8,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,FLOWER: Democratizing Generalist Robot Policies with Efficient Vision-Language-Action Flow Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,64,libero_spatial,libero_spatial_prev_sota,97.5,98,-0.5,percent,490,487.5,490,488,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,-2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Focusing on What Matters: Object-Agent-centric Tokenization for Vision Language Action models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,65,libero_spatial,libero_spatial_prev_sota,87.3,84.7,2.6,percent,423.5,436.5,424,436,-0.5,0.5,python_round_nearest_even_matches_significance_cutoffs,12,10,50,1,0.05,1.644853627,3,20,0.6,4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,FreqPolicy: Efficient Flow-based Visuomotor Policy via Frequency Consistency,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,66,libero_spatial,libero_spatial_prev_sota,97,96.6,0.4,percent,483,485,483,485,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,From Grounding to Manipulation: Case Studies of Foundation Model Integration in Embodied Robotic Systems,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,67,libero_spatial,libero_spatial_prev_sota,92.2,96.8,-4.6,percent,484,461,484,461,0,0,python_round_nearest_even_matches_significance_cutoffs,-23,10,50,1,0.05,1.644853627,3,9,0.6,1.8,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,GeoAware-VLA: Implicit Geometry Aware Vision-Language-Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,68,libero_spatial,libero_spatial_prev_sota,95,98,-3,percent,490,475,490,475,0,0,python_round_nearest_even_matches_significance_cutoffs,-15,10,50,1,0.05,1.644853627,3,7,0.6,1.4,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,GeoPredict: Leveraging Predictive Kinematics and 3D Gaussian Geometry for Precise VLA Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,69,libero_spatial,libero_spatial_prev_sota,98,97.5,0.5,percent,487.5,490,488,490,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Goal-oriented Backdoor Attack against Vision-Language-Action Models via Physical Objects,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,70,libero_spatial,libero_spatial_prev_sota,97.5,96.8,0.7,percent,484,487.5,484,488,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,4,10,50,1,0.05,1.644853627,3,9,0.6,1.8,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,"HiF-VLA: Hindsight, Insight and Foresight through Motion Representation for Vision-Language-Action Models",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,72,libero_spatial,libero_spatial_prev_sota,98.8,98.4,0.4,percent,492,494,492,494,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,HiMoE-VLA: Hierarchical Mixture-of-Experts for Generalist Vision-Language-Action Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,73,libero_spatial,libero_spatial_prev_sota,98.2,97.6,0.6,percent,488,491,488,491,0,0,python_round_nearest_even_matches_significance_cutoffs,3,10,50,1,0.05,1.644853627,3,7,0.6,1.4,indeterminate,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,How Do VLAs Effectively Inherit from VLMs?,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,74,libero_spatial,libero_spatial_prev_sota,82,97,-15,percent,485,410,485,410,0,0,python_round_nearest_even_matches_significance_cutoffs,-75,10,50,1,0.05,1.644853627,3,8,0.6,1.6,no_improvement,Per-suite binary success rate over 10 tasks x 50 official trials.
