benchmark,track,paper_name,source_csv,source_line,current_column,previous_sota_column,current_score,previous_sota_score,reported_delta,score_unit,previous_sota_scaled_count,current_scaled_count,previous_sota_count,current_count,previous_sota_rounding_residual,current_rounding_residual,count_rounding_method,count_delta,T,S,R,alpha,z_critical,necessary_count_delta,sufficient_count_delta,necessary_score_delta,sufficient_score_delta,category,notes
LIBERO,spatial,"Knowledge Insulating Vision-Language-Action Models: Train Fast, Run Fast, Generalize Better",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,81,libero_spatial,libero_spatial_prev_sota,98,97.6,0.4,percent,488,490,488,490,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,LatBot: Distilling Universal Latent Actions for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,83,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Latent Action Pretraining Through World Modeling,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,84,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,PixelVLA: Advancing Pixel-level Understanding in Vision-Language-Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,99,libero_spatial,libero_spatial_prev_sota,88.5,88.2,0.3,percent,441,442.5,441,442,0,0.5,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,17,0.6,3.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,RetoVLA: Reusing Register Tokens for Spatial Reasoning in Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,105,libero_spatial,libero_spatial_prev_sota,76.2,75.8,0.4,percent,379,381,379,381,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,25,0.6,5,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,RoboNeuron: A Middle-Layer Infrastructure for Agent-Driven Orchestration in Embodied AI,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,107,libero_spatial,libero_spatial_prev_sota,98.8,98.6,0.2,percent,493,494,493,494,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Token Expand-Merge: Training-Free Token Compression for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,125,libero_spatial,libero_spatial_prev_sota,99.2,99,0.2,percent,495,496,495,496,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,AcceRL: A Distributed Asynchronous Reinforcement Learning and World Model Framework for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,145,libero_spatial,libero_spatial_prev_sota,99.6,99.4,0.2,percent,497,498,497,498,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,3,0.6,0.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ActionCodec: What Makes for Good Action Tokenizers,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,149,libero_spatial,libero_spatial_prev_sota,97.2,97,0.2,percent,485,486,485,486,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,8,0.6,1.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Adaptive Action Chunking at Inference-time for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,150,libero_spatial,libero_spatial_prev_sota,94.4,94,0.4,percent,470,472,470,472,0,5.684341886e-14,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,12,0.6,2.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Causal World Modeling for Robot Control,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,160,libero_spatial,libero_spatial_prev_sota,98.5,98.2,0.3,percent,491,492.5,491,492,0,0.5,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,CKT-WAM: Parameter-Efficient Context Knowledge Transfer Between World Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,163,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,DySL-VLA: Efficient Vision-Language-Action Model Inference via Dynamic-Static Layer-Skipping for Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,179,libero_spatial,libero_spatial_prev_sota,98,97.6,0.4,percent,488,490,488,490,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,FASTER: Rethinking Real-Time Flow VLAs,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,185,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,LangForce: Bayesian Decomposition of Vision Language Action Models via Latent Action Queries,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,200,libero_spatial,libero_spatial_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Latent Bridge: Feature Delta Prediction for Efficient Dual-System Vision-Language-Action Model Inference,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,204,libero_spatial,libero_spatial_prev_sota,99,98.83,0.17,percent,494.15,495,494,495,0.15,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,OmniVLA-RL: A Vision-Language-Action Model with Spatial Understanding and Online RL,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,219,libero_spatial,libero_spatial_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Reshaping Action Error Distributions for Reliable Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,231,libero_spatial,libero_spatial_prev_sota,99.8,99.4,0.4,percent,497,499,497,499,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,3,0.6,0.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Robotic Manipulation is Vision-to-Geometry Mapping ($f(v) \rightarrow G$): Vision-Geometry Backbones over Language and Video Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,239,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,StarVLA: A Lego-like Codebase for Vision-Language-Action Model Developing,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,253,libero_spatial,libero_spatial_prev_sota,97.8,97.6,0.2,percent,488,489,488,489,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,StarVLA-$α$: Reducing Complexity in Vision-Language-Action Systems,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,254,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,StreamVLA: Breaking the Reason-Act Cycle via Completion-State Gating,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,256,libero_spatial,libero_spatial_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Towards Long-Lived Robots: Continual Learning VLA Models via Reinforcement Fine-Tuning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,262,libero_spatial,libero_spatial_prev_sota,98.2,98,0.2,percent,490,491,490,491,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,VLA-Adapter: An Effective Paradigm for Tiny-Scale Vision-Language-Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,269,libero_spatial,libero_spatial_prev_sota,97.8,97.6,0.2,percent,488,489,488,489,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,OA-WAM: Object-Addressable World Action Model for Robust Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,287,libero_spatial,libero_spatial_prev_sota,98.9,98.8,0.1,percent,494,494.5,494,495,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,IVRA: Improving Visual-Token Relations for Robot Action Policy with Training-Free Hint-Based Guidance,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,294,libero_spatial,libero_spatial_prev_sota,97.3,97.2,0.1,percent,486,486.5,486,486,0,0.5,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,8,0.6,1.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,Much Ado About Noising: Dispelling the Myths of Generative Robotic Control,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,297,libero_spatial,libero_spatial_prev_sota,97.6,97.2,0.4,percent,486,488,486,488,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,8,0.6,1.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,IntentVLA: Short-Horizon Intent Modeling for Aliased Robot Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,302,libero_spatial,libero_spatial_prev_sota,99.3,99.2,0.1,percent,496,496.5,496,496,0,0.5,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,4,0.6,0.8,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,"Guide, Think, Act: Interactive Embodied Reasoning in Vision-Language-Action Models",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,306,libero_spatial,libero_spatial_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,See What Matters: Differentiable Grid Sample Pruning for Generalizable Vision-Language-Action Model,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,310,libero_spatial,libero_spatial_prev_sota,98.6,98.4,0.2,percent,492,493,492,493,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ALAM: Algebraically Consistent Latent Action Model for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,314,libero_spatial,libero_spatial_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,spatial,ECHO: Continuous Hierarchical Memory for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,318,libero_spatial,libero_spatial_prev_sota,98.3,98,0.3,percent,490,491.5,490,492,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,MaIL: Improving Imitation Learning with Mamba,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,10,libero_object,libero_object_prev_sota,81.5,81.2,0.3,percent,406,407.5,406,408,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,22,0.6,4.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,AsyncVLA: Asynchronous Flow Matching for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,24,libero_object,libero_object_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Audio-VLA: Adding Contact Audio Perception to Vision-Language-Action Model for Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,26,libero_object,libero_object_prev_sota,98.5,98.4,0.1,percent,492,492.5,492,492,5.684341886e-14,0.5,python_round_nearest_even_matches_significance_cutoffs,0,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,BitVLA: 1-bit Vision-Language-Action Models for Robotics Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,30,libero_object,libero_object_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Compressor-VLA: Instruction-Guided Visual Token Compression for Efficient Robotic Manipulation,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,35,libero_object,libero_object_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Conditioning Matters: Training Diffusion Policies is Faster Than You Think,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,36,libero_object,libero_object_prev_sota,99.1,98.8,0.3,percent,494,495.5,494,496,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,DeepThinkVLA: Enhancing Reasoning Capability of Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,43,libero_object,libero_object_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Dejavu: Towards Experience Feedback Learning for Embodied Intelligence,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,44,libero_object,libero_object_prev_sota,98.2,97.9,0.3,percent,489.5,491,490,491,-0.5,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,FLOWER: Democratizing Generalist Robot Policies with Efficient Vision-Language-Action Flow Policies,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,64,libero_object,libero_object_prev_sota,99.1,98.8,0.3,percent,494,495.5,494,496,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Goal-oriented Backdoor Attack against Vision-Language-Action Models via Physical Objects,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,70,libero_object,libero_object_prev_sota,99.1,98.8,0.3,percent,494,495.5,494,496,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,InternVLA-M1: A Spatially Guided Vision-Language-Action Framework for Generalist Robot Policy,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,80,libero_object,libero_object_prev_sota,99,98.8,0.2,percent,494,495,494,495,0,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,LatBot: Distilling Universal Latent Actions for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,83,libero_object,libero_object_prev_sota,98.8,98.4,0.4,percent,492,494,492,494,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,6,0.6,1.2,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Mantis: A Versatile Vision-Language-Action Model with Disentangled Visual Foresight,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,89,libero_object,libero_object_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Reinforcement Fine-Tuning of Flow-Matching Policies for Vision-Language-Action Models,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,101,libero_object,libero_object_prev_sota,97.3,96.8,0.5,percent,484,486.5,484,486,0,0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,9,0.6,1.8,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,RoboNeuron: A Middle-Layer Infrastructure for Agent-Driven Orchestration in Embodied AI,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,107,libero_object,libero_object_prev_sota,98,97.6,0.4,percent,488,490,488,490,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,7,0.6,1.4,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,Robotic VLA Benefits from Joint Learning with Motion Image Diffusion,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,108,libero_object,libero_object_prev_sota,99.2,98.8,0.4,percent,494,496,494,496,0,0,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,SimpleVLA-RL: Scaling VLA Training via Reinforcement Learning,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,113,libero_object,libero_object_prev_sota,99.1,98.8,0.3,percent,494,495.5,494,496,0,-0.5,python_round_nearest_even_matches_significance_cutoffs,2,10,50,1,0.05,1.644853627,3,5,0.6,1,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,TGRPO: Fine-tuning Vision-Language-Action Model via Trajectory-wise Group Relative Policy Optimization,leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,122,libero_object,libero_object_prev_sota,92.2,92.1,0.1,percent,460.5,461,460,461,0.5,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,14,0.6,2.8,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
LIBERO,object,"Think Twice, Act Once: Token-Aware Compression and Action Reuse for Efficient Inference in Vision-Language-Action Models",leaderboards/stat_significance_sam_export_20260522T233929/sam_libero_official_prev_sota.csv,124,libero_object,libero_object_prev_sota,86.6,86.4,0.2,percent,432,433,432,433,5.684341886e-14,0,python_round_nearest_even_matches_significance_cutoffs,1,10,50,1,0.05,1.644853627,3,18,0.6,3.6,provably_not_significant,Per-suite binary success rate over 10 tasks x 50 official trials.
